"Gujarat","Social Welfare and Nutrition "," -109.77","-1.77%"
"Assam","Social Welfare and Nutrition "," .00","0%"
"Goa","Social Welfare and Nutrition "," .17","0%"
"Tripura","Social Welfare and Nutrition "," .17","0%"
"Puducherry","Social Welfare and Nutrition "," .44","0%"
"Odisha","Social Welfare and Nutrition ","2.32",".07%"
"Manipur","Social Welfare and Nutrition ","2.47",".48%"
"Sikkim","Social Welfare and Nutrition ","2.62","1.23%"
"Nagaland","Social Welfare and Nutrition ","3.09",".69%"
"Punjab","Social Welfare and Nutrition "," 10.59","1.01%"
"Himachal Pradesh    ","Social Welfare and Nutrition "," 15.93","1.54%"
"Uttarakhand","Social Welfare and Nutrition "," 17.70","1.9%"
"Tamil Nadu","Social Welfare and Nutrition "," 25.35",".41%"
"Maharashtra","Social Welfare and Nutrition "," 26.89",".83%"
"Delhi","Social Welfare and Nutrition "," 27.90","1.31%"
"Mizoram","Social Welfare and Nutrition "," 28.77","9.26%"
"Telangana","Social Welfare and Nutrition "," 32.36","1.01%"
"Rajasthan","Social Welfare and Nutrition "," 47.42",".76%"
"Arunachal Pradesh                   ","Social Welfare and Nutrition "," 48.32","8.28%"
"Meghalaya","Social Welfare and Nutrition "," 59.79","13.06%"
"Bihar","Social Welfare and Nutrition "," 63.70","1.78%"
"Chhattisgarh                             ","Social Welfare and Nutrition "," 77.07","3.13%"
"Haryana","Social Welfare and Nutrition "," 79.39","4.98%"
"Andhra Pradesh             ","Social Welfare and Nutrition "," 82.40","3.37%"
"Kerala","Social Welfare and Nutrition "," 95.15","7.35%"
"Jharkhand","Social Welfare and Nutrition ","116.96","7.64%"
"Karnataka","Social Welfare and Nutrition ","130.15","1.88%"
"Madhya Pradesh              ","Social Welfare and Nutrition ","203.85","6.21%"
"Jammu and Kashmir                             ","Social Welfare and Nutrition ","311.24","13.49%"
"West Bengal","Social Welfare and Nutrition ","452.41","10.18%"
"Uttar Pradesh                ","Social Welfare and Nutrition ","1,109.70","6.47%"
"Assam","Education, Sports, Art and Culture "," .00","0%"
"Meghalaya","Education, Sports, Art and Culture "," 10.79","2.39%"
"Puducherry","Education, Sports, Art and Culture "," 12.66","10.75%"
"Mizoram","Education, Sports, Art and Culture "," 20.59","6.7%"
"Nagaland","Education, Sports, Art and Culture "," 27.14","6.25%"
"Sikkim","Education, Sports, Art and Culture "," 45.90","18.91%"
"Maharashtra","Education, Sports, Art and Culture "," 52.28","1.59%"
"Manipur","Education, Sports, Art and Culture "," 52.31","12.59%"
"Arunachal Pradesh                   ","Education, Sports, Art and Culture "," 94.14","16.21%"
"Goa","Education, Sports, Art and Culture ","105.13","24.32%"
"Rajasthan","Education, Sports, Art and Culture ","119.07","1.91%"
"Haryana","Education, Sports, Art and Culture ","141.75","8.95%"
"Andhra Pradesh             ","Education, Sports, Art and Culture ","143.53","5.92%"
"Tripura","Education, Sports, Art and Culture ","148.13","10.42%"
"Punjab","Education, Sports, Art and Culture ","220.04","20.23%"
"Telangana","Education, Sports, Art and Culture ","246.14","7.78%"
"Jharkhand","Education, Sports, Art and Culture ","253.50","16.51%"
"Himachal Pradesh    ","Education, Sports, Art and Culture ","295.72","28.43%"
"Kerala","Education, Sports, Art and Culture ","345.08","26.69%"
"Odisha","Education, Sports, Art and Culture ","360.16","12%"
"West Bengal","Education, Sports, Art and Culture ","388.19","8.74%"
"Uttarakhand","Education, Sports, Art and Culture ","434.59","45.91%"
"Chhattisgarh                             ","Education, Sports, Art and Culture ","516.95","21.01%"
"Jammu and Kashmir                             ","Education, Sports, Art and Culture ","566.01","24.55%"
"Madhya Pradesh              ","Education, Sports, Art and Culture ","736.97","22.43%"
"Tamil Nadu","Education, Sports, Art and Culture ","989.25","16.37%"
"Bihar","Education, Sports, Art and Culture ","1,074.46","29.9%"
"Karnataka","Education, Sports, Art and Culture ","1,108.46","16.07%"
"Gujarat","Education, Sports, Art and Culture ","1,166.54","18.78%"
"Delhi","Education, Sports, Art and Culture ","1,339.27","62.86%"
"Uttar Pradesh                ","Education, Sports, Art and Culture ","2,018.30","11.77%"
"Puducherry","Information and Broadcasting "," .00","0%"
"Andhra Pradesh             ","Information and Broadcasting "," .00","0%"
"Bihar","Information and Broadcasting "," .00","0%"
"Gujarat","Information and Broadcasting "," .00","0%"
"Haryana","Information and Broadcasting "," .00","0%"
"Madhya Pradesh              ","Information and Broadcasting "," .00","0%"
"Maharashtra","Information and Broadcasting "," .00","0%"
"Mizoram","Information and Broadcasting "," .00","0%"
"Odisha","Information and Broadcasting "," .00","0%"
"Uttar Pradesh                ","Information and Broadcasting "," .00","0%"
