"Mizoram","Other Taxes "," .79",".14%"
"Maharashtra","Other Taxes ","1,573.94",".94%"
"Tripura","Other Taxes ","2.17",".15%"
"Jammu and Kashmir                             ","Other Taxes ","2.44",".03%"
"Meghalaya","Other Taxes ","5.65",".39%"
"Chhattisgarh                             ","Other Taxes "," 10.14",".05%"
"Jharkhand","Other Taxes "," 12.83",".1%"
"Manipur","Other Taxes "," 17.44","2.21%"
"Bihar","Other Taxes "," 20.51",".09%"
"Odisha","Other Taxes "," 29.97",".11%"
"Assam","Other Taxes "," 34.45",".26%"
"Punjab","Other Taxes "," 35.38",".12%"
"Andhra Pradesh             ","Other Taxes "," 55.56",".11%"
"Sikkim","Other Taxes "," 58.39","8.48%"
"Rajasthan","Other Taxes "," 63.93",".13%"
"Haryana","Other Taxes "," 79.19",".19%"
"Kerala","Other Taxes "," 99.58",".21%"
"Telangana","Other Taxes ","120.25",".21%"
"Tamil Nadu","Other Taxes ","139.09",".15%"
"Goa","Other Taxes ","139.76","2.95%"
"Uttarakhand","Other Taxes ","163.71","1.61%"
"Madhya Pradesh              ","Other Taxes ","178.40",".4%"
"Delhi","Other Taxes ","259.18",".73%"
"Uttar Pradesh                ","Other Taxes ","305.25",".31%"
"Himachal Pradesh    ","Other Taxes ","351.61","4.95%"
"Gujarat","Other Taxes ","413.47",".58%"
"West Bengal","Other Taxes ","563.10","1.07%"
"Karnataka","Other Taxes ","735.63",".84%"
"Nagaland","Other Taxes ","1.39",".03%"
"Tripura","Taxes and duties on electricity "," .01","0%"
"Maharashtra","Taxes and duties on electricity ","7,344.86","4.37%"
"Meghalaya","Taxes and duties on electricity ","1.82",".13%"
"Andhra Pradesh             ","Taxes and duties on electricity "," 15.97",".03%"
"Assam","Taxes and duties on electricity "," 60.19",".46%"
"Kerala","Taxes and duties on electricity "," 66.87",".14%"
"Jammu and Kashmir                             ","Taxes and duties on electricity ","179.20","1.88%"
"Jharkhand","Taxes and duties on electricity ","183.50","1.49%"
"Bihar","Taxes and duties on electricity ","239.16","1.03%"
"Haryana","Taxes and duties on electricity ","306.03",".74%"
"Uttarakhand","Taxes and duties on electricity ","323.62","3.18%"
