"Delhi","Pension and Misc. General Services ","2.29",".03%"
"Puducherry","Pension and Misc. General Services ","434.72","30.71%"
"Arunachal Pradesh                   ","Pension and Misc. General Services ","481.01","23.32%"
"Meghalaya","Pension and Misc. General Services ","515.89","25.52%"
"Mizoram","Pension and Misc. General Services ","547.35","31.26%"
"Goa","Pension and Misc. General Services ","677.64","28.61%"
"Sikkim","Pension and Misc. General Services ","716.73","45.14%"
"Tripura","Pension and Misc. General Services ","837.18","31.28%"
"Nagaland","Pension and Misc. General Services ","908.66","29.01%"
"Manipur","Pension and Misc. General Services ","935.01","33.99%"
"Uttarakhand","Pension and Misc. General Services ","2,452.18","33.13%"
"Himachal Pradesh    ","Pension and Misc. General Services ","2,937.55","38.64%"
"Chhattisgarh                             ","Pension and Misc. General Services ","3,249.68","35.95%"
"Jharkhand","Pension and Misc. General Services ","3,465.32","32.62%"
"Jammu and Kashmir                             ","Pension and Misc. General Services ","3,687.34","30.63%"
"Telangana","Pension and Misc. General Services ","4,210.11","29.72%"
"Haryana","Pension and Misc. General Services ","5,256.15","31.35%"
"Assam","Pension and Misc. General Services ","5,737.74","44.41%"
"Andhra Pradesh             ","Pension and Misc. General Services ","6,137.84","31.51%"
"Odisha","Pension and Misc. General Services ","6,737.27","46.37%"
"Madhya Pradesh              ","Pension and Misc. General Services ","6,853.03","30.64%"
"Punjab","Pension and Misc. General Services ","7,306.19","31.71%"
"Gujarat","Pension and Misc. General Services ","9,218.19","30.72%"
"Karnataka","Pension and Misc. General Services "," 10,144.07","35.89%"
"Rajasthan","Pension and Misc. General Services "," 10,246.61","36.77%"
"Bihar","Pension and Misc. General Services "," 11,344.51","42.96%"
"West Bengal","Pension and Misc. General Services "," 12,213.82","28.6%"
"Maharashtra","Pension and Misc. General Services "," 14,406.77","23.82%"
"Kerala","Pension and Misc. General Services "," 15,941.74","50.72%"
"Tamil Nadu","Pension and Misc. General Services "," 17,727.26","42.56%"
"Uttar Pradesh                ","Pension and Misc. General Services "," 22,340.46","34.74%"
"Arunachal Pradesh                   ","Fiscal Services "," 31.09","1.5%"
"Puducherry","Fiscal Services "," 42.90","3.04%"
"Tripura","Fiscal Services "," 46.00","1.72%"
"Goa","Fiscal Services "," 49.09","2.07%"
"Manipur","Fiscal Services "," 49.23","1.78%"
"Nagaland","Fiscal Services "," 54.03","1.72%"
"Meghalaya","Fiscal Services "," 62.64","3.12%"
"Mizoram","Fiscal Services "," 68.74","3.94%"
"Sikkim","Fiscal Services ","156.78","9.88%"
"Jammu and Kashmir                             ","Fiscal Services ","165.79","1.38%"
"Himachal Pradesh    ","Fiscal Services ","230.78","3.04%"
"Jharkhand","Fiscal Services ","267.50","2.52%"
"Haryana","Fiscal Services ","334.51","2%"
"Assam","Fiscal Services ","398.16","3.08%"
"Uttarakhand","Fiscal Services ","400.83","5.42%"
"Punjab","Fiscal Services ","419.64","1.82%"
"Telangana","Fiscal Services ","495.49","3.49%"
"Gujarat","Fiscal Services ","600.31","2%"
"Chhattisgarh                             ","Fiscal Services ","613.42","6.78%"
"Odisha","Fiscal Services ","624.48","4.29%"
"Andhra Pradesh             ","Fiscal Services ","676.94","3.48%"
"Bihar","Fiscal Services ","698.36","2.64%"
"Tamil Nadu","Fiscal Services ","929.64","2.23%"
"Kerala","Fiscal Services ","1,213.48","3.86%"
"Delhi","Fiscal Services ","1,350.69","22.58%"
"Rajasthan","Fiscal Services ","1,424.23","5.11%"
