"Manipur","Others "," .01","0%"
"Mizoram","Others ","1.91",".11%"
"Goa","Others ","2.02",".08%"
"Tripura","Others ","2.78",".12%"
"Puducherry","Others ","5.28",".3%"
"Haryana","Others ","6.11",".04%"
"Meghalaya","Others ","7.58",".41%"
"Nagaland","Others "," 10.27",".59%"
"Delhi","Others "," 10.60",".09%"
"Arunachal Pradesh                   ","Others "," 11.13",".62%"
"Chhattisgarh                             ","Others "," 14.68",".11%"
"Himachal Pradesh    ","Others "," 15.23",".22%"
"Jharkhand","Others "," 20.56",".26%"
"Jammu and Kashmir                             ","Others "," 21.99",".28%"
"Punjab","Others "," 22.47",".19%"
"Assam","Others "," 27.60",".19%"
"Sikkim","Others "," 34.65","2.74%"
"Uttarakhand","Others "," 38.67",".53%"
"Andhra Pradesh             ","Others "," 43.23",".1%"
"Kerala","Others "," 55.29",".26%"
"Gujarat","Others "," 57.70",".18%"
"Uttar Pradesh                ","Others "," 66.78",".11%"
"Rajasthan","Others "," 85.65",".27%"
"Maharashtra","Others "," 91.58",".13%"
"Odisha","Others "," 95.50",".51%"
"Madhya Pradesh              ","Others ","114.77",".41%"
"Tamil Nadu","Others ","144.61",".32%"
"Karnataka","Others ","223.53",".69%"
"West Bengal","Others ","391.10","1.02%"
"Puducherry","Information and Broadcasting","3.01",".18%"
"Manipur","Information and Broadcasting","4.48",".25%"
"Mizoram","Information and Broadcasting","9.59",".55%"
"Meghalaya","Information and Broadcasting"," 12.68",".66%"
"Sikkim","Information and Broadcasting"," 13.89","1.1%"
"Arunachal Pradesh                   ","Information and Broadcasting"," 14.97",".85%"
"Goa","Information and Broadcasting"," 16.72",".65%"
"Tripura","Information and Broadcasting"," 21.46",".87%"
"Nagaland","Information and Broadcasting"," 21.69","1.29%"
"Delhi","Information and Broadcasting"," 28.54",".24%"
"Himachal Pradesh    ","Information and Broadcasting"," 30.35",".45%"
"Assam","Information and Broadcasting"," 38.84",".26%"
"Punjab","Information and Broadcasting"," 39.80",".35%"
"Uttarakhand","Information and Broadcasting"," 48.31",".66%"
"Jammu and Kashmir                             ","Information and Broadcasting"," 49.09",".62%"
"Odisha","Information and Broadcasting"," 52.30",".28%"
"Jharkhand","Information and Broadcasting"," 53.13",".65%"
"Kerala","Information and Broadcasting"," 56.86",".27%"
"Uttar Pradesh                ","Information and Broadcasting"," 66.48",".11%"
"West Bengal","Information and Broadcasting"," 67.59",".18%"
"Maharashtra","Information and Broadcasting"," 67.82",".1%"
"Chhattisgarh                             ","Information and Broadcasting"," 69.49",".48%"
"Karnataka","Information and Broadcasting"," 73.23",".22%"
"Bihar","Information and Broadcasting"," 74.36",".28%"
"Haryana","Information and Broadcasting"," 94.38",".61%"
"Tamil Nadu","Information and Broadcasting"," 98.64",".22%"
"Gujarat","Information and Broadcasting","138.87",".43%"
"Rajasthan","Information and Broadcasting","158.68",".5%"
