"Mizoram",Others,2.05,.09%
"Goa",Others,2.11,.06%
"Tripura",Others,2.82,.08%
"Puducherry",Others,3.56,.19%
"Haryana",Others,8.35,.03%
"Meghalaya",Others,9.67,.32%
"Nagaland",Others,13.91,.61%
"Delhi",Others,16.46,.1%
"Arunachal Pradesh",Others,17.49,.56%
"Himachal Pradesh",Others,21.45,.22%
"Chhattisgarh",Others,21.62,.1%
"Jharkhand",Others,27.16,.15%
"Jammu and Kashmir",Others,30.62,.27%
"Punjab",Others,32.06,.2%
"Assam",Others,35.22,.15%
"Sikkim",Others,38.77,2.92%
"Uttarakhand",Others,40.54,.39%
"Bihar",Others,54.17,.13%
"Telangana",Others,56.01,.16%
"Rajasthan",Others,67.37,.14%
"Gujarat",Others,70.84,.16%
"Uttar Pradesh",Others,94.75,.1%
"Tamil Nadu",Others,98.76,.18%
"Maharashtra",Others,102.10,.11%
"Kerala",Others,103.24,.31%
"Odisha",Others,121.32,.44%
"Andhra Pradesh",Others,152.32,.3%
"Madhya Pradesh",Others,181.03,.38%
"Karnataka",Others,217.87,.4%
"West Bengal",Others,492.79,.86%
"Puducherry",Information and Broadcasting,3.77,.19%
"Manipur",Information and Broadcasting,5.43,.24%
"Mizoram",Information and Broadcasting,10.64,.48%
"Sikkim",Information and Broadcasting,12.47,.9%
"Meghalaya",Information and Broadcasting,16.18,.52%
"Goa",Information and Broadcasting,23.25,.69%
"Nagaland",Information and Broadcasting,27.31,1.18%
"Tripura",Information and Broadcasting,28.07,.76%
"Arunachal Pradesh",Information and Broadcasting,28.84,.95%
"Himachal Pradesh",Information and Broadcasting,44.42,.46%
"Jammu and Kashmir",Information and Broadcasting,48.34,.42%
"Assam",Information and Broadcasting,56.16,.25%
"Rajasthan",Information and Broadcasting,63.78,.13%
"Delhi",Information and Broadcasting,71.15,.43%
"Odisha",Information and Broadcasting,77.01,.28%
"Kerala",Information and Broadcasting,79.49,.23%
"Tamil Nadu",Information and Broadcasting,80.29,.14%
"Maharashtra",Information and Broadcasting,93.50,.1%
"Uttarakhand",Information and Broadcasting,98.17,.93%
"West Bengal",Information and Broadcasting,108.82,.19%
"Gujarat",Information and Broadcasting,119.25,.26%
"Chhattisgarh",Information and Broadcasting,121.22,.57%
"Andhra Pradesh",Information and Broadcasting,125.86,.25%
"Haryana",Information and Broadcasting,130.61,.51%
"Jharkhand",Information and Broadcasting,132.11,.71%
"Bihar",Information and Broadcasting,132.46,.32%
"Karnataka",Information and Broadcasting,134.05,.25%
"Punjab",Information and Broadcasting,183.96,1.17%
"Madhya Pradesh",Information and Broadcasting,341.50,.71%
"Telangana",Information and Broadcasting,348.41,.99%
"Uttar Pradesh",Information and Broadcasting,612.93,.67%
"Sikkim",Labour and Labour Welfare,6.38,.45%
"Mizoram",Labour and Labour Welfare,14.85,.65%
"Manipur",Labour and Labour Welfare,15.04,.73%
"Arunachal Pradesh",Labour and Labour Welfare,25.54,.85%
"Puducherry",Labour and Labour Welfare,28.31,1.32%
"Tripura",Labour and Labour Welfare,30.64,.84%
"Jammu and Kashmir",Labour and Labour Welfare,31.59,.28%
"Nagaland",Labour and Labour Welfare,31.65,1.39%
