"Bihar","Information and Broadcasting ","-.05","0%"
"Puducherry","Information and Broadcasting "," .00","0%"
"Andhra Pradesh             ","Information and Broadcasting "," .00","0%"
"Haryana","Information and Broadcasting "," .00","0%"
"Madhya Pradesh              ","Information and Broadcasting "," .00","0%"
"Maharashtra","Information and Broadcasting "," .00","0%"
"Mizoram","Information and Broadcasting "," .00","0%"
"Odisha","Information and Broadcasting "," .00","0%"
"Uttar Pradesh                ","Information and Broadcasting "," .00","0%"
"Manipur","Information and Broadcasting "," .01","0%"
"Chhattisgarh                             ","Information and Broadcasting "," .02","0%"
"Assam","Information and Broadcasting "," .06","0%"
"Sikkim","Information and Broadcasting "," .10","0%"
"Jharkhand","Information and Broadcasting "," .55",".1%"
"Punjab","Information and Broadcasting "," .84",".12%"
"Tripura","Information and Broadcasting "," .95",".14%"
"Himachal Pradesh    ","Information and Broadcasting "," .98",".13%"
"Gujarat","Information and Broadcasting ","1.01",".02%"
"Arunachal Pradesh                   ","Information and Broadcasting ","1.02",".24%"
"Nagaland","Information and Broadcasting ","1.11",".35%"
"Rajasthan","Information and Broadcasting ","1.46",".02%"
"Kerala","Information and Broadcasting ","2.00",".19%"
"West Bengal","Information and Broadcasting ","3.89",".09%"
"Karnataka","Information and Broadcasting ","4.57",".09%"
"Jammu and Kashmir                             ","Information and Broadcasting ","6.05",".22%"
"Tamil Nadu","Information and Broadcasting "," 24.20",".42%"
"Assam","Education, Sports, Art and Culture "," .00","0%"
"Meghalaya","Education, Sports, Art and Culture ","4.90","1.73%"
"Puducherry","Education, Sports, Art and Culture "," 18.49","13.49%"
"Sikkim","Education, Sports, Art and Culture "," 18.58","9.46%"
"Mizoram","Education, Sports, Art and Culture "," 29.31","13.68%"
"Nagaland","Education, Sports, Art and Culture "," 48.78","17.04%"
"Manipur","Education, Sports, Art and Culture "," 73.30","21.31%"
"Jharkhand","Education, Sports, Art and Culture ","103.38","10.06%"
"Maharashtra","Education, Sports, Art and Culture ","114.19","4.4%"
"Tripura","Education, Sports, Art and Culture ","115.61","16.61%"
