"Rajasthan","Capital Outlay on Other Fiscal Services","0","0%"
"Uttar Pradesh                ","Capital Outlay on Other Fiscal Services","0","0%"
"Arunachal Pradesh                   ","Capital Outlay on Other Fiscal Services","0","0%"
"Bihar","Capital Outlay on Other Fiscal Services","5",".24%"
"Jharkhand","Capital Outlay on Other Fiscal Services"," 37","6.28%"
"Punjab","Stationary and Printing ","0","0%"
"Rajasthan","Stationary and Printing ","0","0%"
"Arunachal Pradesh                   ","Stationary and Printing ","0","0%"
"Haryana","Stationary and Printing ","0","0%"
"Uttarakhand","Stationary and Printing ","0","0%"
"Gujarat","Stationary and Printing ","1",".16%"
"Nagaland","Stationary and Printing ","1",".75%"
"Kerala","Stationary and Printing ","1",".47%"
"Meghalaya","Stationary and Printing ","1","1.2%"
"Jammu and Kashmir                             ","Stationary and Printing ","3",".39%"
"Tamil Nadu","Stationary and Printing ","3",".4%"
"Odisha","Stationary and Printing ","5","1.34%"
"Maharashtra","Stationary and Printing ","7",".45%"
"Uttar Pradesh                ","Stationary and Printing "," 12",".21%"
"Jammu and Kashmir                             ","Capital Outlay on Miscellaneous General Services ","0","0%"
"Gujarat","Capital Outlay on Miscellaneous General Services ","2",".32%"
"Goa","Capital Outlay on Miscellaneous General Services ","150","73.68%"
"Uttar Pradesh                ","Capital Outlay on Miscellaneous General Services ","2,500","43.65%"
"Puducherry","Other Administrative Services ","0","0%"
"Manipur","Other Administrative Services ","0","0%"
"Jharkhand","Other Administrative Services ","0","0%"
"Karnataka","Other Administrative Services ","3",".28%"
"Madhya Pradesh              ","Other Administrative Services ","5",".72%"
"Jammu and Kashmir                             ","Other Administrative Services ","6",".78%"
"Goa","Other Administrative Services ","8","3.93%"
"Himachal Pradesh    ","Other Administrative Services "," 13","6.24%"
"Rajasthan","Other Administrative Services "," 17","3.89%"
"Arunachal Pradesh                   ","Other Administrative Services "," 19","16.8%"
"Andhra Pradesh             ","Other Administrative Services "," 27","9.15%"
"Punjab","Other Administrative Services "," 37","14.87%"
"West Bengal","Other Administrative Services "," 50","5.86%"
"Delhi","Other Administrative Services "," 61","17.42%"
"Tamil Nadu","Other Administrative Services "," 87","11.59%"
"Telangana","Other Administrative Services ","109","19.21%"
"Tripura","Other Administrative Services ","116","56.71%"
"Maharashtra","Other Administrative Services ","375","24.22%"
"Bihar","Other Administrative Services ","803","38.41%"
"Uttar Pradesh                ","Other Administrative Services ","837","14.61%"
"Arunachal Pradesh                   ","Capital Outlay on Police","1",".88%"
"Goa","Capital Outlay on Police","2",".98%"
"Uttarakhand","Capital Outlay on Police","2","2.76%"
"Puducherry","Capital Outlay on Police","3","3.53%"
"Delhi","Capital Outlay on Police","3",".86%"
"Sikkim","Capital Outlay on Police","7","9.83%"
"Manipur","Capital Outlay on Police"," 11","11.46%"
"Tripura","Capital Outlay on Police"," 13","6.36%"
"Meghalaya","Capital Outlay on Police"," 15","18.07%"
"Nagaland","Capital Outlay on Police"," 18","13.58%"
"Kerala","Capital Outlay on Police"," 24","11.38%"
"Mizoram","Capital Outlay on Police"," 27","54.9%"
"Chhattisgarh                             ","Capital Outlay on Police"," 29","15.46%"
"Assam","Capital Outlay on Police"," 29","14.53%"
"Himachal Pradesh    ","Capital Outlay on Police"," 42","20.16%"
"Jammu and Kashmir                             ","Capital Outlay on Police"," 93","12.1%"
"Rajasthan","Capital Outlay on Police"," 97","22.22%"
"Punjab","Capital Outlay on Police","146","58.68%"
"West Bengal","Capital Outlay on Police","166","19.45%"
"Jharkhand","Capital Outlay on Police","189","32.05%"
"Andhra Pradesh             ","Capital Outlay on Police","196","66.4%"
"Haryana","Capital Outlay on Police","211","52.83%"
"Gujarat","Capital Outlay on Police","218","35%"
"Bihar","Capital Outlay on Police","278","13.3%"
"Madhya Pradesh              ","Capital Outlay on Police","363","52.02%"
"Telangana","Capital Outlay on Police","376","66.26%"
"Tamil Nadu","Capital Outlay on Police","404","53.81%"
"Karnataka","Capital Outlay on Police","524","49.42%"
"Maharashtra","Capital Outlay on Police","548","35.4%"
"Uttar Pradesh                ","Capital Outlay on Police","1,265","22.09%"
"Mizoram","Public Works "," 22","44.73%"
"Goa","Public Works "," 43","21.12%"
"Sikkim","Public Works "," 64","89.91%"
"Punjab","Public Works "," 66","26.53%"
"Meghalaya","Public Works "," 67","80.72%"
"Uttarakhand","Public Works "," 70","96.7%"
"Andhra Pradesh             ","Public Works "," 72","24.39%"
"Tripura","Public Works "," 76","37.15%"
"Puducherry","Public Works "," 82","96.37%"
"Telangana","Public Works "," 82","14.45%"
"Manipur","Public Works "," 84","87.5%"
"Arunachal Pradesh                   ","Public Works "," 93","82.24%"
"Nagaland","Public Works ","114","86%"
"Himachal Pradesh    ","Public Works ","153","73.43%"
"Chhattisgarh                             ","Public Works ","159","84.78%"
"Assam","Public Works ","171","85.67%"
"Kerala","Public Works ","186","88.21%"
"Haryana","Public Works ","189","47.32%"
"Tamil Nadu","Public Works ","256","34.1%"
"Delhi","Public Works ","286","81.66%"
"Rajasthan","Public Works ","322","73.77%"
"Madhya Pradesh              ","Public Works ","330","47.29%"
"Jharkhand","Public Works ","364","61.74%"
"Odisha","Public Works ","370","98.85%"
"Gujarat","Public Works ","402","64.54%"
"Karnataka","Public Works ","533","50.26%"
"Maharashtra","Public Works ","618","39.92%"
"West Bengal","Public Works ","638","74.74%"
"Jammu and Kashmir                             ","Public Works ","667","86.77%"
"Bihar","Public Works ","1,004","48.03%"
"Uttar Pradesh                ","Public Works ","1,114","19.45%"
