"Rajasthan","Other Special Area Programmes "," .51","0%"
"Sikkim","Other Special Area Programmes ","1.37",".12%"
"Tripura","Other Special Area Programmes ","2.91",".21%"
"Puducherry","Other Special Area Programmes ","5.07",".32%"
"Goa","Other Special Area Programmes ","5.39",".22%"
"Tamil Nadu","Other Special Area Programmes ","6.32",".02%"
"Meghalaya","Other Special Area Programmes "," 14.27",".75%"
"Maharashtra","Other Special Area Programmes "," 33.28",".09%"
"Mizoram","Other Special Area Programmes "," 36.44","2.07%"
"Manipur","Other Special Area Programmes "," 45.67","2.29%"
"Gujarat","Other Special Area Programmes "," 70.89",".37%"
"Nagaland","Other Special Area Programmes ","100.08","5.64%"
"Kerala","Other Special Area Programmes ","135.95","1.33%"
"Karnataka","Other Special Area Programmes ","147.80",".49%"
"Assam","Other Special Area Programmes ","151.40","2.13%"
"Arunachal Pradesh                   ","Other Special Area Programmes ","186.90","6.84%"
"Uttar Pradesh                ","Other Special Area Programmes ","373.27","1.16%"
"Jammu and Kashmir                             ","Other Special Area Programmes ","428.64","4.88%"
"West Bengal","Other Special Area Programmes ","1,452.33","7.2%"
"Meghalaya","Science Technology and Environment"," .54",".05%"
"Puducherry","Science Technology and Environment","2.48",".13%"
"Sikkim","Science Technology and Environment","2.54",".37%"
"Mizoram","Science Technology and Environment","3.92",".23%"
"Tripura","Science Technology and Environment","4.80",".36%"
"Punjab","Science Technology and Environment","5.21",".05%"
"Goa","Science Technology and Environment","5.63",".27%"
"Telangana","Science Technology and Environment","6.05",".04%"
"Himachal Pradesh    ","Science Technology and Environment","6.69",".15%"
"Uttarakhand","Science Technology and Environment","8.92",".23%"
"Nagaland","Science Technology and Environment","9.15",".51%"
"Chhattisgarh                             ","Science Technology and Environment"," 10.30",".07%"
"Tamil Nadu","Science Technology and Environment"," 12.75",".05%"
"Arunachal Pradesh                   ","Science Technology and Environment"," 19.03",".69%"
"Delhi","Science Technology and Environment"," 19.79",".6%"
"Haryana","Science Technology and Environment"," 21.65",".17%"
"Assam","Science Technology and Environment"," 21.65",".31%"
"Andhra Pradesh             ","Science Technology and Environment"," 24.85",".09%"
"Jammu and Kashmir                             ","Science Technology and Environment"," 31.43",".35%"
"Uttar Pradesh                ","Science Technology and Environment"," 37.79",".12%"
"Rajasthan","Science Technology and Environment"," 45.78",".16%"
"West Bengal","Science Technology and Environment"," 49.69",".25%"
"Odisha","Science Technology and Environment"," 54.09",".36%"
"Manipur","Science Technology and Environment"," 76.85","3.83%"
"Maharashtra","Science Technology and Environment"," 77.38",".2%"
"Karnataka","Science Technology and Environment"," 82.55",".28%"
"Madhya Pradesh              ","Science Technology and Environment","106.09",".46%"
"Kerala","Science Technology and Environment","111.90","1.1%"
"Gujarat","Science Technology and Environment","163.63",".85%"
"Uttarakhand","Energy ","5.30",".13%"
"Odisha","Energy "," 44.96",".3%"
"Tripura","Energy "," 76.31","5.42%"
"Kerala","Energy ","104.76","1.03%"
"Assam","Energy ","113.86","1.61%"
"Sikkim","Energy ","137.13","16.69%"
"Meghalaya","Energy ","165.67","8.92%"
"Mizoram","Energy ","338.34","19.4%"
"Nagaland","Energy ","344.06","19.39%"
"West Bengal","Energy ","354.48","1.76%"
"Himachal Pradesh    ","Energy ","407.54","8.64%"
"Arunachal Pradesh                   ","Energy ","439.82","16.08%"
"Manipur","Energy ","452.93","22.51%"
"Delhi","Energy ","853.44","25.7%"
"Chhattisgarh                             ","Energy ","936.68","6.62%"
"Puducherry","Energy ","969.70","62.81%"
"Goa","Energy ","1,320.30","59.31%"
"Jharkhand","Energy ","2,343.92","25.32%"
"Punjab","Energy ","2,505.73","27.13%"
"Telangana","Energy ","3,185.69","21.31%"
"Tamil Nadu","Energy ","3,513.85","13.09%"
"Bihar","Energy ","3,772.94","26.12%"
