"Andhra Pradesh             ","Industry and Minerals"," .01","0%"
"Sikkim","Industry and Minerals","1.89",".57%"
"Haryana","Industry and Minerals","2.20",".04%"
"Gujarat","Industry and Minerals","4.55",".03%"
"Jharkhand","Industry and Minerals","5.00",".06%"
"Arunachal Pradesh                   ","Industry and Minerals","6.79",".82%"
"Puducherry","Industry and Minerals","7.65","3.33%"
"Rajasthan","Industry and Minerals","9.27",".1%"
"Manipur","Industry and Minerals"," 12.85","1.32%"
"Nagaland","Industry and Minerals"," 13.42","2.71%"
"Goa","Industry and Minerals"," 30.00","3.9%"
"Tripura","Industry and Minerals"," 42.43","2.58%"
"Tamil Nadu","Industry and Minerals"," 51.86",".4%"
"Himachal Pradesh    ","Industry and Minerals"," 56.33","2.49%"
"Meghalaya","Industry and Minerals"," 72.61","9.88%"
"Telangana","Industry and Minerals"," 88.03",".3%"
"Chhattisgarh                             ","Industry and Minerals","111.06","1.63%"
"Maharashtra","Industry and Minerals","112.24",".56%"
"Uttarakhand","Industry and Minerals","138.63","3.86%"
"Assam","Industry and Minerals","139.07","3.7%"
"Uttar Pradesh                ","Industry and Minerals","152.03",".48%"
"Jammu and Kashmir                             ","Industry and Minerals","204.35","4.59%"
"Bihar","Industry and Minerals","228.11","1.06%"
"West Bengal","Industry and Minerals","228.48","4.31%"
"Karnataka","Industry and Minerals","352.09","1.88%"
"Kerala","Industry and Minerals","516.79","6.05%"
"Madhya Pradesh              ","Industry and Minerals","1,515.34","11.9%"
"Arunachal Pradesh                   ","Science Technology and Environment"," .06","0%"
"Sikkim","Science Technology and Environment"," .06","0%"
"Karnataka","Science Technology and Environment"," .19","0%"
"Chhattisgarh                             ","Science Technology and Environment"," .30","0%"
"Kerala","Science Technology and Environment"," .30","0%"
"Delhi","Science Technology and Environment"," .93",".08%"
"Nagaland","Science Technology and Environment","1.00",".21%"
"Rajasthan","Science Technology and Environment","3.65",".04%"
"Uttar Pradesh                ","Science Technology and Environment","4.42",".01%"
"Madhya Pradesh              ","Science Technology and Environment","5.00",".04%"
"Jammu and Kashmir                             ","Science Technology and Environment","9.59",".22%"
"Manipur","Science Technology and Environment"," 10.00","1.02%"
"Tamil Nadu","Science Technology and Environment"," 11.87",".09%"
"Haryana","Science Technology and Environment"," 14.00",".29%"
"Tripura","Science Technology and Environment"," 18.43","1.11%"
"Goa","Science Technology and Environment"," 33.87","4.42%"
"Tripura","Special Areas Programme "," .08","0%"
"Kerala","Special Areas Programme "," 17.42",".2%"
