"Haryana","Industry and Minerals"," .01","0%"
"Sikkim","Industry and Minerals"," .62",".27%"
"Telangana","Industry and Minerals"," .82",".01%"
"Jharkhand","Industry and Minerals","1.00",".02%"
"Meghalaya","Industry and Minerals","2.24",".28%"
"Andhra Pradesh             ","Industry and Minerals","2.86",".03%"
"Manipur","Industry and Minerals","4.43",".58%"
"Puducherry","Industry and Minerals","5.75","2.7%"
"Arunachal Pradesh                   ","Industry and Minerals"," 10.75",".9%"
"Nagaland","Industry and Minerals"," 15.17","2.25%"
"Punjab","Industry and Minerals"," 15.98",".81%"
"Goa","Industry and Minerals"," 24.02","2.38%"
"Tamil Nadu","Industry and Minerals"," 25.44",".2%"
"Bihar","Industry and Minerals"," 29.34",".16%"
"Delhi","Industry and Minerals"," 30.00","1.13%"
"Tripura","Industry and Minerals"," 35.01","1.49%"
"Chhattisgarh                             ","Industry and Minerals"," 52.97",".92%"
"Uttarakhand","Industry and Minerals"," 60.52","1.88%"
"Himachal Pradesh    ","Industry and Minerals"," 64.94","3.28%"
"Maharashtra","Industry and Minerals"," 72.06",".38%"
"Rajasthan","Industry and Minerals"," 78.89",".51%"
"Uttar Pradesh                ","Industry and Minerals"," 91.85",".19%"
"West Bengal","Industry and Minerals","115.78","1.64%"
"Gujarat","Industry and Minerals","128.65",".76%"
"Jammu and Kashmir                             ","Industry and Minerals","154.17","4.34%"
"Madhya Pradesh              ","Industry and Minerals","247.69","1.87%"
"Kerala","Industry and Minerals","334.94","5.4%"
"Karnataka","Industry and Minerals","589.93","4.1%"
"Meghalaya","Rural Development"," .10","0%"
"Sikkim","Rural Development"," .21","0%"
"Mizoram","Rural Development","2.18",".43%"
"Goa","Rural Development","3.80",".4%"
"Himachal Pradesh    ","Rural Development","4.61",".25%"
"Karnataka","Rural Development","6.63",".05%"
"Arunachal Pradesh                   ","Rural Development"," 20.43","1.63%"
"West Bengal","Rural Development"," 29.94",".42%"
"Punjab","Rural Development"," 88.28","4.45%"
"Delhi","Rural Development","103.60","3.93%"
"Telangana","Rural Development","350.00","3.14%"
"Kerala","Rural Development","437.59","7.05%"
"Rajasthan","Rural Development","504.45","3.24%"
"Chhattisgarh                             ","Rural Development","721.19","12.48%"
"Jammu and Kashmir                             ","Rural Development","811.79","22.9%"
"Uttarakhand","Rural Development","820.66","25.32%"
"Gujarat","Rural Development","1,204.49","7.11%"
"Tamil Nadu","Rural Development","1,416.48","11.53%"
"Tripura","Rural Development","1,429.10","61.01%"
"Maharashtra","Rural Development","1,463.85","7.73%"
"Jharkhand","Rural Development","1,751.54","26.69%"
"Madhya Pradesh              ","Rural Development","2,418.78","18.24%"
"Uttar Pradesh                ","Rural Development","4,756.88","10.02%"
"Bihar","Rural Development","8,012.63","45.51%"
"Kerala","Science Technology and Environment"," .75",".02%"
"Delhi","Science Technology and Environment"," .95",".04%"
"Madhya Pradesh              ","Science Technology and Environment","1.30",".01%"
"Nagaland","Science Technology and Environment","1.88",".3%"
"Uttar Pradesh                ","Science Technology and Environment","2.00","0%"
"Rajasthan","Science Technology and Environment","2.14",".01%"
"Chhattisgarh                             ","Science Technology and Environment","2.71",".05%"
"Manipur","Science Technology and Environment","9.26","1.31%"
"Tripura","Science Technology and Environment"," 11.14",".47%"
"Tamil Nadu","Science Technology and Environment"," 21.93",".18%"
"Jammu and Kashmir                             ","Science Technology and Environment"," 26.54",".76%"
"Tamil Nadu","Special Areas Programme ","1.07",".01%"
"Goa","Special Areas Programme ","1.99",".2%"
"Kerala","Special Areas Programme ","4.82",".08%"
"Tripura","Special Areas Programme "," 21.04",".9%"
"Gujarat","Special Areas Programme "," 23.60",".14%"
"Sikkim","Special Areas Programme "," 24.65","6.77%"
"Mizoram","Special Areas Programme "," 38.12","8.18%"
"Meghalaya","Special Areas Programme "," 46.08","6.35%"
"Maharashtra","Special Areas Programme "," 58.10",".31%"
"Arunachal Pradesh                   ","Special Areas Programme ","100.46","8.16%"
"Manipur","Special Areas Programme ","127.45","18.49%"
"Odisha","Special Areas Programme ","148.50","1.08%"
