"Sikkim","Science Technology and Environment","-13.41","-1.15%"
"Meghalaya","Science Technology and Environment"," .58",".06%"
"Assam","Science Technology and Environment","2.79",".05%"
"Puducherry","Science Technology and Environment","3.12",".19%"
"Mizoram","Science Technology and Environment","4.69",".35%"
"Tripura","Science Technology and Environment","4.70",".38%"
"Goa","Science Technology and Environment","5.76",".22%"
"Punjab","Science Technology and Environment","5.87",".06%"
"Andhra Pradesh             ","Science Technology and Environment","7.41",".03%"
"Himachal Pradesh    ","Science Technology and Environment","7.58",".14%"
"Telangana","Science Technology and Environment","7.73",".04%"
"Nagaland","Science Technology and Environment","8.64",".48%"
"Chhattisgarh                             ","Science Technology and Environment","9.35",".06%"
"Delhi","Science Technology and Environment"," 11.92",".29%"
"Tamil Nadu","Science Technology and Environment"," 13.85",".05%"
"Arunachal Pradesh                   ","Science Technology and Environment"," 16.14",".49%"
"Jammu and Kashmir                             ","Science Technology and Environment"," 28.93",".25%"
"Haryana","Science Technology and Environment"," 33.54",".18%"
"Uttar Pradesh                ","Science Technology and Environment"," 37.77",".08%"
"Rajasthan","Science Technology and Environment"," 37.87",".12%"
"Manipur","Science Technology and Environment"," 38.58","1.85%"
"Uttarakhand","Science Technology and Environment"," 46.05","1.15%"
"Odisha","Science Technology and Environment"," 46.12",".25%"
"West Bengal","Science Technology and Environment"," 64.69",".26%"
"Karnataka","Science Technology and Environment"," 88.05",".26%"
"Maharashtra","Science Technology and Environment"," 96.68",".25%"
"Kerala","Science Technology and Environment","136.64","1.23%"
"Madhya Pradesh              ","Science Technology and Environment","210.50",".83%"
"Gujarat","Science Technology and Environment","229.31","1.13%"
"Puducherry","Other Special Area Programmes ","-.83","-.06%"
"Sikkim","Other Special Area Programmes "," .40","0%"
"Maharashtra","Other Special Area Programmes "," .60","0%"
"Rajasthan","Other Special Area Programmes "," .71","0%"
"Tamil Nadu","Other Special Area Programmes ","3.13",".01%"
"Tripura","Other Special Area Programmes ","3.60",".3%"
"Goa","Other Special Area Programmes ","8.37",".3%"
"Uttar Pradesh                ","Other Special Area Programmes "," 11.68",".03%"
"Meghalaya","Other Special Area Programmes "," 17.71","1.06%"
"Mizoram","Other Special Area Programmes "," 19.99","1.39%"
"Nagaland","Other Special Area Programmes "," 20.42","1.07%"
"Manipur","Other Special Area Programmes "," 36.81","1.75%"
"Gujarat","Other Special Area Programmes "," 67.54",".34%"
"Arunachal Pradesh                   ","Other Special Area Programmes "," 98.14","2.98%"
"Kerala","Other Special Area Programmes ","109.03",".98%"
"Assam","Other Special Area Programmes ","129.90","2.08%"
"Jammu and Kashmir                             ","Other Special Area Programmes ","554.31","4.85%"
"Karnataka","Other Special Area Programmes ","558.33","1.65%"
"West Bengal","Other Special Area Programmes ","1,373.58","5.5%"
"Assam","Energy ","2.77",".05%"
"Uttarakhand","Energy "," 18.99",".48%"
"Odisha","Energy "," 52.76",".29%"
"Meghalaya","Energy "," 67.11","3.95%"
"Kerala","Energy "," 74.96",".68%"
"Tripura","Energy "," 87.14","6.62%"
"Sikkim","Energy ","216.77","19.28%"
"Mizoram","Energy ","361.84","25.25%"
"Nagaland","Energy ","372.53","20%"
"Punjab","Energy ","514.05","5.27%"
"Arunachal Pradesh                   ","Energy ","559.64","17.03%"
"Manipur","Energy ","624.80","29.62%"
"Himachal Pradesh    ","Energy ","973.00","17.61%"
"West Bengal","Energy ","1,066.42","4.27%"
"Puducherry","Energy ","1,099.70","68.37%"
"Goa","Energy ","1,489.95","55.75%"
"Delhi","Energy ","1,638.85","39.6%"
"Jharkhand","Energy ","2,204.45","22.71%"
"Chhattisgarh                             ","Energy ","2,816.12","17.54%"
"Andhra Pradesh             ","Energy ","3,806.38","18.29%"
"Tamil Nadu","Energy ","3,920.42","13.09%"
"Telangana","Energy ","4,439.78","20.14%"
"Gujarat","Energy ","4,481.78","22.16%"
"Bihar","Energy ","6,151.41","31.23%"
"Jammu and Kashmir                             ","Energy ","6,835.34","59.88%"
"Madhya Pradesh              ","Energy ","7,218.84","28.28%"
"Karnataka","Energy ","9,169.88","27.09%"
"Maharashtra","Energy ","9,403.64","24.71%"
"Haryana","Energy "," 10,219.92","54.68%"
"Rajasthan","Energy "," 11,018.57","34.57%"
"Uttar Pradesh                ","Energy "," 22,225.00","46.42%"
