"Puducherry","Other Taxes "," .06","0%"
"Maharashtra","Other Taxes ","2,664.17","2.1%"
"Mizoram","Other Taxes "," .77",".22%"
"Nagaland","Other Taxes ","1.93",".45%"
"Tripura","Other Taxes ","4.29",".32%"
"Meghalaya","Other Taxes ","4.45",".42%"
"Manipur","Other Taxes "," 14.56","2.65%"
"Uttarakhand","Other Taxes "," 28.37",".3%"
"Chhattisgarh                             ","Other Taxes "," 28.79",".17%"
"Jharkhand","Other Taxes "," 30.22",".26%"
"Odisha","Other Taxes "," 42.65",".19%"
"Sikkim","Other Taxes "," 58.37","10.3%"
"Assam","Other Taxes "," 61.09",".6%"
"Bihar","Other Taxes "," 69.36",".27%"
"Haryana","Other Taxes "," 80.31",".26%"
"Punjab","Other Taxes "," 84.30",".32%"
"Andhra Pradesh             ","Other Taxes ","121.66",".3%"
"Madhya Pradesh              ","Other Taxes ","170.28",".42%"
"Rajasthan","Other Taxes ","170.96",".4%"
"Kerala","Other Taxes ","229.66",".59%"
"Telangana","Other Taxes ","295.84",".74%"
"Goa","Other Taxes ","330.72","8.32%"
"Himachal Pradesh    ","Other Taxes ","375.26","5.6%"
"Tamil Nadu","Other Taxes ","442.92",".55%"
"Gujarat","Other Taxes ","501.84",".8%"
"Uttar Pradesh                ","Other Taxes ","622.23",".77%"
"West Bengal","Other Taxes ","665.83","1.57%"
"Delhi","Other Taxes ","700.53","2.32%"
"Karnataka","Other Taxes ","1,223.97","1.62%"
"Jammu and Kashmir                             ","Other Taxes "," .19","0%"
"Tripura","Taxes and duties on electricity "," .02","0%"
"Maharashtra","Taxes and duties on electricity ","8,506.37","6.72%"
"Meghalaya","Taxes and duties on electricity ","3.32",".31%"
"Telangana","Taxes and duties on electricity "," 36.57",".09%"
"Assam","Taxes and duties on electricity "," 48.64",".48%"
"Kerala","Taxes and duties on electricity "," 57.66",".15%"
"Uttarakhand","Taxes and duties on electricity ","114.76","1.22%"
"Jharkhand","Taxes and duties on electricity ","125.68","1.09%"
"Andhra Pradesh             ","Taxes and duties on electricity ","175.90",".44%"
"Haryana","Taxes and duties on electricity ","256.66",".83%"
"Bihar","Taxes and duties on electricity ","297.99","1.17%"
"Jammu and Kashmir                             ","Taxes and duties on electricity ","428.87","5.85%"
"Himachal Pradesh    ","Taxes and duties on electricity ","551.06","8.23%"
"Karnataka","Taxes and duties on electricity ","1,169.64","1.55%"
"Odisha","Taxes and duties on electricity ","1,212.21","5.38%"
"Tamil Nadu","Taxes and duties on electricity ","1,301.43","1.62%"
"Uttar Pradesh                ","Taxes and duties on electricity ","1,338.26","1.65%"
"Chhattisgarh                             ","Taxes and duties on electricity ","1,372.84","8.04%"
"Rajasthan","Taxes and duties on electricity ","1,921.29","4.5%"
"Punjab","Taxes and duties on electricity ","1,967.42","7.37%"
"West Bengal","Taxes and duties on electricity ","2,091.63","4.92%"
"Madhya Pradesh              ","Taxes and duties on electricity ","2,257.83","5.61%"
"Gujarat","Taxes and duties on electricity ","5,999.66","9.58%"
"Nagaland","Taxes and duties on electricity "," .06",".01%"
"Kerala","Taxes on goods and passengers"," .01","0%"
"Bihar","Taxes on goods and passengers","6,087.12","23.92%"
"Uttar Pradesh                ","Taxes on goods and passengers"," .80","0%"
"Manipur","Taxes on goods and passengers","1.02",".19%"
"Mizoram","Taxes on goods and passengers","2.71",".76%"
"Meghalaya","Taxes on goods and passengers","4.92",".47%"
"Nagaland","Taxes on goods and passengers","5.88","1.38%"
"Punjab","Taxes on goods and passengers","6.66",".02%"
"Andhra Pradesh             ","Taxes on goods and passengers"," 10.35",".03%"
"Telangana","Taxes on goods and passengers"," 33.50",".08%"
"Himachal Pradesh    ","Taxes on goods and passengers","115.28","1.72%"
"Arunachal Pradesh                   ","Taxes on goods and passengers","224.70","41.99%"
"Gujarat","Taxes on goods and passengers","265.19",".42%"
"Goa","Taxes on goods and passengers","464.40","11.68%"
"Haryana","Taxes on goods and passengers","554.25","1.79%"
"Assam","Taxes on goods and passengers","583.12","5.77%"
"Jammu and Kashmir                             ","Taxes on goods and passengers","666.22","9.09%"
"West Bengal","Taxes on goods and passengers","837.72","1.97%"
"Rajasthan","Taxes on goods and passengers","847.72","1.98%"
"Chhattisgarh                             ","Taxes on goods and passengers","1,040.26","6.09%"
"Maharashtra","Taxes on goods and passengers","1,582.13","1.25%"
"Odisha","Taxes on goods and passengers","1,663.00","7.38%"
"Tamil Nadu","Taxes on goods and passengers","2,153.40","2.68%"
"Madhya Pradesh              ","Taxes on goods and passengers","3,084.76","7.67%"
"Karnataka","Taxes on goods and passengers","3,125.30","4.14%"
"Jharkhand","Taxes on goods and passengers"," .17","0%"
"Arunachal Pradesh                   ","Taxes on Vehicles"," 19.30","3.61%"
"Mizoram","Taxes on Vehicles"," 19.44","5.42%"
"Sikkim","Taxes on Vehicles"," 22.36","3.94%"
"Manipur","Taxes on Vehicles"," 23.29","4.23%"
"Tripura","Taxes on Vehicles"," 37.62","2.82%"
"Meghalaya","Taxes on Vehicles"," 42.01","3.98%"
"Nagaland","Taxes on Vehicles"," 53.09","12.43%"
"Puducherry","Taxes on Vehicles"," 69.34","3.07%"
"Jammu and Kashmir                             ","Taxes on Vehicles","145.15","1.98%"
"Goa","Taxes on Vehicles","195.63","4.92%"
"Himachal Pradesh    ","Taxes on Vehicles","317.05","4.74%"
"Assam","Taxes on Vehicles","442.73","4.38%"
"Uttarakhand","Taxes on Vehicles","470.87","5.02%"
"Jharkhand","Taxes on Vehicles","632.59","5.51%"
"Chhattisgarh                             ","Taxes on Vehicles","829.22","4.86%"
"Odisha","Taxes on Vehicles","1,043.73","4.63%"
