"Mizoram","Irrigation and Flood Control"," .13","0%"
"Nagaland","Irrigation and Flood Control"," .40","0%"
"Sikkim","Irrigation and Flood Control","3.79",".84%"
"Meghalaya","Irrigation and Flood Control","6.12","1%"
"Puducherry","Irrigation and Flood Control"," 19.28","8.82%"
"Arunachal Pradesh                   ","Irrigation and Flood Control"," 20.30","2.02%"
"Tripura","Irrigation and Flood Control"," 46.93","6.37%"
"Delhi","Irrigation and Flood Control"," 74.21","2.55%"
"Goa","Irrigation and Flood Control","120.54","19.74%"
"Manipur","Irrigation and Flood Control","172.49","23.13%"
"Himachal Pradesh    ","Irrigation and Flood Control","194.22","14.95%"
"Punjab","Irrigation and Flood Control","242.83","26.01%"
"Tamil Nadu","Irrigation and Flood Control","265.34","2.9%"
"Jammu and Kashmir                             ","Irrigation and Flood Control","302.61","11.74%"
"Kerala","Irrigation and Flood Control","342.39","9.69%"
"Jharkhand","Irrigation and Flood Control","449.26","12.38%"
"Uttarakhand","Irrigation and Flood Control","460.08","16.83%"
"Rajasthan","Irrigation and Flood Control","462.77","5.67%"
"West Bengal","Irrigation and Flood Control","681.85","17.58%"
"Haryana","Irrigation and Flood Control","908.30","49.66%"
"Assam","Irrigation and Flood Control","961.34","33.5%"
"Odisha","Irrigation and Flood Control","961.64","22.32%"
"Uttar Pradesh                ","Irrigation and Flood Control","1,020.60","4.93%"
"Andhra Pradesh             ","Irrigation and Flood Control","1,529.51","28.68%"
"Chhattisgarh                             ","Irrigation and Flood Control","1,684.35","45.52%"
"Bihar","Irrigation and Flood Control","1,798.91","16.64%"
"Madhya Pradesh              ","Irrigation and Flood Control","4,537.31","52.05%"
"Karnataka","Irrigation and Flood Control","5,198.23","40.9%"
"Gujarat","Irrigation and Flood Control","6,784.44","44.6%"
"Maharashtra","Irrigation and Flood Control","7,766.33","47.55%"
"Meghalaya","Rural Development"," .20","0%"
"West Bengal","Rural Development"," .50",".03%"
"Nagaland","Rural Development"," .65",".14%"
"Goa","Rural Development","4.03",".65%"
"Mizoram","Rural Development","4.05","1.2%"
"Tripura","Rural Development"," 17.63","2.44%"
"Sikkim","Rural Development"," 19.29","3.99%"
"Arunachal Pradesh                   ","Rural Development"," 21.52","2.23%"
"Kerala","Rural Development"," 28.14",".79%"
"Karnataka","Rural Development"," 58.32",".46%"
"Chhattisgarh                             ","Rural Development"," 90.71","2.46%"
"Punjab","Rural Development","129.88","13.91%"
"Delhi","Rural Development","175.04","6.04%"
"Jammu and Kashmir                             ","Rural Development","202.08","7.82%"
"Uttarakhand","Rural Development","325.97","11.93%"
"Rajasthan","Rural Development","497.40","6.09%"
"Madhya Pradesh              ","Rural Development","702.69","8.06%"
"Maharashtra","Rural Development","802.87","4.92%"
"Gujarat","Rural Development","990.85","6.52%"
"Jharkhand","Rural Development","1,148.93","31.69%"
"Tamil Nadu","Rural Development","1,428.73","15.61%"
"Uttar Pradesh                ","Rural Development","1,600.07","7.73%"
"Bihar","Rural Development","1,933.51","17.89%"
"Kerala","Science Technology and Environment"," .25","0%"
"Sikkim","Science Technology and Environment"," .25","0%"
"Delhi","Science Technology and Environment"," .49","0%"
"Rajasthan","Science Technology and Environment","1.24",".01%"
"Goa","Science Technology and Environment","3.04",".49%"
"Tripura","Science Technology and Environment","5.16",".68%"
"Gujarat","Science Technology and Environment","8.08",".05%"
"Jammu and Kashmir                             ","Science Technology and Environment"," 11.65",".46%"
"Madhya Pradesh              ","Science Technology and Environment"," 22.65",".26%"
"Tamil Nadu","Science Technology and Environment","107.16","1.17%"
"Maharashtra","Industry and Minerals"," .39","0%"
"Jharkhand","Industry and Minerals","2.00",".06%"
"Uttar Pradesh                ","Industry and Minerals","3.68",".02%"
"Sikkim","Industry and Minerals","4.11",".84%"
"Goa","Industry and Minerals","5.42",".82%"
"Haryana","Industry and Minerals","6.05",".33%"
"Odisha","Industry and Minerals","7.68",".19%"
"Chhattisgarh                             ","Industry and Minerals","8.11",".22%"
"Uttarakhand","Industry and Minerals","9.36",".33%"
"Arunachal Pradesh                   ","Industry and Minerals"," 13.23","1.32%"
"Puducherry","Industry and Minerals"," 14.83","6.96%"
"Manipur","Industry and Minerals"," 15.73","2.15%"
"Himachal Pradesh    ","Industry and Minerals"," 16.40","1.23%"
"Meghalaya","Industry and Minerals"," 33.39","5.5%"
"Tripura","Industry and Minerals"," 37.90","5.15%"
"Tamil Nadu","Industry and Minerals"," 38.91",".43%"
"Nagaland","Industry and Minerals"," 44.98","6.42%"
"Delhi","Industry and Minerals"," 50.00","1.72%"
"Andhra Pradesh             ","Industry and Minerals"," 71.77","1.35%"
"Jammu and Kashmir                             ","Industry and Minerals","100.00","3.87%"
"West Bengal","Industry and Minerals","114.27","2.94%"
"Assam","Industry and Minerals","120.49","4.18%"
"Rajasthan","Industry and Minerals","122.83","1.51%"
