"Meghalaya","Science Technology and Environment"," .50",".06%"
"Sikkim","Science Technology and Environment","2.24",".29%"
"Mizoram","Science Technology and Environment","2.97",".21%"
"Goa","Science Technology and Environment","4.14",".19%"
"Tripura","Science Technology and Environment","5.06",".48%"
"Himachal Pradesh    ","Science Technology and Environment","6.31",".17%"
"Punjab","Science Technology and Environment","6.53",".08%"
"Nagaland","Science Technology and Environment","6.75",".53%"
"Uttarakhand","Science Technology and Environment","8.53",".44%"
"Chhattisgarh                             ","Science Technology and Environment"," 11.14",".11%"
"Puducherry","Science Technology and Environment"," 11.21",".7%"
"Arunachal Pradesh                   ","Science Technology and Environment"," 12.28",".55%"
"Tamil Nadu","Science Technology and Environment"," 12.73",".07%"
"Andhra Pradesh             ","Science Technology and Environment"," 17.09",".08%"
"Rajasthan","Science Technology and Environment"," 19.03",".1%"
"Delhi","Science Technology and Environment"," 21.43",".58%"
"Assam","Science Technology and Environment"," 29.00",".5%"
"Haryana","Science Technology and Environment"," 29.75",".24%"
"West Bengal","Science Technology and Environment"," 29.80",".25%"
"Uttar Pradesh                ","Science Technology and Environment"," 35.66",".14%"
"Jammu and Kashmir                             ","Science Technology and Environment"," 35.99",".47%"
"Manipur","Science Technology and Environment"," 43.55","3.29%"
"Karnataka","Science Technology and Environment"," 60.85",".23%"
"Odisha","Science Technology and Environment"," 65.86",".55%"
"Maharashtra","Science Technology and Environment"," 83.73",".3%"
"Kerala","Science Technology and Environment","112.12","1.43%"
"Madhya Pradesh              ","Science Technology and Environment","120.61",".71%"
"Gujarat","Science Technology and Environment","171.64","1.09%"
"Rajasthan","Other Special Area Programmes "," .95",".01%"
"Sikkim","Other Special Area Programmes "," .99",".15%"
"Puducherry","Other Special Area Programmes ","4.63",".32%"
"Tamil Nadu","Other Special Area Programmes ","4.80",".03%"
"Goa","Other Special Area Programmes ","5.58",".29%"
"Tripura","Other Special Area Programmes ","7.77",".76%"
