head,desc,2018,2019Est,2019Rev,2020Est,dpcode
2052-00,SECRETARIAT -GENERAL SERVICES,,,,,
090,Secretariat,,,,,
#,State's Expenditure,,,,,
AO,Commercial Taxes Department,,,,,2052 00 090 AO 30000
301,Salaries,"4,86,18","5,04,66","5,08,57","5,26,02",2052 00 090 AO 30100
01,Pay,"4,19,43","4,41,29","4,36,19","4,53,64",2052 00 090 AO 30101
02,Medical Allowance,"2,10","1,67","2,20","2,20",2052 00 090 AO 30102
03,Medical Charges,95,"4,88","4,88","4,88",2052 00 090 AO 30103
04,Other Allowances,"4,00","4,90","4,90","4,90",2052 00 090 AO 30104
06,House Rent Allowance,"51,19","42,70","51,18","51,18",2052 00 090 AO 30106
07,Travel Concession,42,73,73,73,2052 00 090 AO 30107
08,City Compensatory Allowance,"8,09","8,49","8,49","8,49",2052 00 090 AO 30108
303,Dearness Allowance,"30,49","57,37","69,79","1,13,41",2052 00 090 AO 30300
01,Dearness Allowance,"30,49","57,37","69,79","1,13,41",2052 00 090 AO 30301
304,Travel Expenses,"6,01","7,40","7,40","7,40",2052 00 090 AO 30400
01,Tour Travelling Allowances,"5,94","7,00","7,00","7,00",2052 00 090 AO 30401
02,Transfer Travelling Allowances,7,40,40,40,2052 00 090 AO 30402
305,Office Expenses,"7,87","4,51","4,86","4,51",2052 00 090 AO 30500
01,Telephone Charges,66,"1,10","1,10","1,10",2052 00 090 AO 30501
02,Other Contingencies,"3,25","2,90","3,25","2,90",2052 00 090 AO 30502
04,Service Postage & Postal Expenditure,50,50,50,50,2052 00 090 AO 30504
05,Furniture,"3,46",1,1,1,2052 00 090 AO 30505
308,Advertising and Publicity,,1,1,1,2052 00 090 AO 30800
01,Advertisement Charges,,1,1,1,2052 00 090 AO 30801
310,Contributions,"10,88,15","20,01","10,44,01","10,50,01",2052 00 090 AO 31000
01,Contribution to Specific Fund,,1,1,1,2052 00 090 AO 31001
09,Others,"10,88,15","20,00","10,44,00","10,50,00",2052 00 090 AO 31009
317,Minor Works,,1,1,1,2052 00 090 AO 31700
01,Minor Works,,1,1,1,2052 00 090 AO 31701
319,Machinery and Equipments,11,2,2,2,2052 00 090 AO 31900
01,Purchase,11,1,1,1,2052 00 090 AO 31901
03,Maintenance,,1,1,1,2052 00 090 AO 31903
321,Motor Vehicles,50,21,21,21,2052 00 090 AO 32100
01,Purchase,,1,1,1,2052 00 090 AO 32101
02,Maintenance of Functional Vehicles,50,20,20,20,2052 00 090 AO 32102
333,Payments for Professional and Special Services,52,"6,01","6,01","6,01",2052 00 090 AO 33300
01,Pleaders Fees,38,"6,00","6,00","6,00",2052 00 090 AO 33301
04,Contract Payment,14,1,1,1,2052 00 090 AO 33304
345,"Petroleum, Oil and Lubricant","1,25","2,04","2,04","2,04",2052 00 090 AO 34500
01,"Petroleum, Oil and Lubricant","1,25","2,04","2,04","2,04",2052 00 090 AO 34501
349,Festival Advances,- 5,,,,2052 00 090 AO 34900
01,Festival Advances-Debit,"2,00","4,00","7,10","7,20",2052 00 090 AO 34901
02,Festival Advances-Credit,"- 2,05","- 4,00","- 7,10","- 7,20",2052 00 090 AO 34902
351,Compensation Charged,,1,1,1,2052 00 090 AO 35100
52,Other Compensations Charged,,1,1,1,2052 00 090 AO 35152
359,Prizes and Awards,,16,16,16,2052 00 090 AO 35900
01,Prizes and Awards,,16,16,16,2052 00 090 AO 35901
368,"Cost of Books/Note Books/Slates, etc.",,10,10,10,2052 00 090 AO 36800
01,"Cost of Books/Note Books/Slates, etc.",,10,10,10,2052 00 090 AO 36801
372,Training,,1,1,1,2052 00 090 AO 37200
01,Training,,1,1,1,2052 00 090 AO 37201
376,Computer and Accessories,"18,89","2,99","12,62","2,99",2052 00 090 AO 37600
01,Purchase,"15,52",1,"9,64",1,2052 00 090 AO 37601
02,Maintenance,"1,71","1,66","1,66","1,66",2052 00 090 AO 37602
03,Stationery,"1,66","1,32","1,32","1,32",2052 00 090 AO 37603
AO,Total AO Charged,,1,1,1,
AO,Total AO Voted,"16,39,92","6,05,51","16,55,82","17,12,91",
#,State's Expenditure Total Charged,,1,1,1,
#,State's Expenditure Total Voted,"16,39,92","6,05,51","16,55,82","17,12,91",
090,Total 090 Charged,,1,1,1,
090,Total 090 Voted,"16,39,92","6,05,51","16,55,82","17,12,91",
00,Total 00 Charged,,1,1,1,
00,Total 00 Voted,"16,39,92","6,05,51","16,55,82","17,12,91",
2052,Total 2052 Charged,,1,1,1,
2052,Total 2052 Voted,"16,39,92","6,05,51","16,55,82","17,12,91",
7610-00,LOANS TO GOVERNMENT SERVANTS ETC.,,,,,
201,House Building Advances,,,,,
#,State's Expenditure,,,,,
AL,Loans to Secretariat Employees for construction of houses - Commercial Taxes and Registration Department,,,,,7610 00 201 AL 50000
502,Loan - Outgo,"28,24",1,"31,12","25,00",7610 00 201 AL 50200
01,Bearing Interest,"28,24",1,"31,12","25,00",7610 00 201 AL 50201
AL,Total AL,"28,24",1,"31,12","25,00",
#,State's Expenditure Total,"28,24",1,"31,12","25,00",
201,Total 201,"28,24",1,"31,12","25,00",
00,Total 00,"28,24",1,"31,12","25,00",
7610,Total 7610,"28,24",1,"31,12","25,00",
