head,desc,2018,2019Est,2019Rev,2020Est,dpcode
2853,NON FERROUS MINING AND METALLURGICAL INDUSTRIES,,,,,
02,Regulation and Development of Mines,,,,,
101,Survey and Mapping,,,,,
#,State's Expenditure,,,,,
AA,Establishment of State Geological Department - Headquarters staff,,,,,2853 02 101 AA 30000
301,Salaries,"4,64,55","5,16,49","4,79,49","5,28,85",2853 02 101 AA 30100
01,Pay,"4,13,27","4,62,49","4,25,00","4,69,98",2853 02 101 AA 30101
02,Medical Allowance,"2,05","2,70","2,34","2,75",2853 02 101 AA 30102
03,Medical Charges,10,20,20,20,2853 02 101 AA 30103
04,Other Allowances,"3,03","2,95","4,00","4,50",2853 02 101 AA 30104
06,House Rent Allowance,"39,74","41,60","41,00","44,19",2853 02 101 AA 30106
07,Travel Concession,6,21,45,30,2853 02 101 AA 30107
08,City Compensatory Allowance,"6,30","6,34","6,50","6,93",2853 02 101 AA 30108
302,Wages,,3,3,3,2853 02 101 AA 30200
01,Wages,,3,3,3,2853 02 101 AA 30201
303,Dearness Allowance,"41,96","60,13","68,00","1,15,15",2853 02 101 AA 30300
01,Dearness Allowance,"41,96","60,13","68,00","1,15,15",2853 02 101 AA 30301
304,Travel Expenses,"1,02","5,16","3,60","3,60",2853 02 101 AA 30400
01,Tour Travelling Allowances,"1,02","4,97","3,50","3,50",2853 02 101 AA 30401
02,Transfer Travelling Allowances,,19,10,10,2853 02 101 AA 30402
305,Office Expenses,"12,66","10,73","19,11","13,81",2853 02 101 AA 30500
01,Telephone Charges,69,"1,13","1,13","1,20",2853 02 101 AA 30501
02,Other Contingencies,"3,64","1,28","2,68","2,80",2853 02 101 AA 30502
03,Electricity Charges,"7,53","7,52","9,00","9,00",2853 02 101 AA 30503
04,Service Postage & Postal Expenditure,80,80,80,80,2853 02 101 AA 30504
05,Furniture,,,"5,50",1,2853 02 101 AA 30505
308,Advertising and Publicity,44,46,"2,01","2,01",2853 02 101 AA 30800
01,Advertisement Charges,44,45,"2,00","2,00",2853 02 101 AA 30801
02,Exhibition,,1,1,1,2853 02 101 AA 30802
309,Grants-in-Aid,,,"50,00","43,31",2853 02 101 AA 30900
03,Grants for Specific Schemes,,,"50,00","43,31",2853 02 101 AA 30903
317,Minor Works,,1,1,1,2853 02 101 AA 31700
01,Minor Works,,1,1,1,2853 02 101 AA 31701
318,Maintenance,51,55,55,55,2853 02 101 AA 31800
01,Periodical Maintenance,51,55,55,55,2853 02 101 AA 31801
319,Machinery and Equipments,"3,44",97,"6,71",97,2853 02 101 AA 31900
01,Purchase,,1,"5,75",1,2853 02 101 AA 31901
02,Renewal and Replacement,"2,64",16,16,16,2853 02 101 AA 31902
03,Maintenance,80,80,80,80,2853 02 101 AA 31903
321,Motor Vehicles,46,51,51,51,2853 02 101 AA 32100
01,Purchase,,1,1,1,2853 02 101 AA 32101
02,Maintenance of Functional Vehicles,46,50,50,50,2853 02 101 AA 32102
324,Materials and Supplies,38,40,40,40,2853 02 101 AA 32400
01,Materials and Supplies,38,40,40,40,2853 02 101 AA 32401
333,Payments for Professional and Special Services,,"2,46",2,"7,71",2853 02 101 AA 33300
01,Pleaders Fees,,"2,45",1,50,2853 02 101 AA 33301
02,Remuneration,,1,1,1,2853 02 101 AA 33302
04,Contract Payment,,,,"7,20",2853 02 101 AA 33304
334,Other Charges,"2,47","2,50","2,50","2,50",2853 02 101 AA 33400 
02,"Purchase  of  Books & Periodicals to Libraries etc.,","2,47","2,50","2,50","2,50",2853 02 101 AA 33402
345,"Petroleum, Oil and Lubricant","3,64","5,75","5,00","26,43",2853 02 101 AA 34500
01,"Petroleum, Oil and Lubricant","3,64","5,75","5,00","26,43",2853 02 101 AA 34501
349,Festival Advances,-6,,,,2853 02 101 AA 34900
01,Festival Advances-Debit,"1,25","2,50","5,00","5,00",2853 02 101 AA 34901
02,Festival Advances-Credit,"-1,31","-2,50","-5,00","-5,00",2853 02 101 AA 34902
351,Compensation Charged,,1,1,1,2853 02 101 AA 35100
52,Other Compensations Charged,,1,1,1,2853 02 101 AA 35152
359,Prizes and Awards,2,6,6,6,2853 02 101 AA 35900
01,Prizes and Awards,2,6,6,6,2853 02 101 AA 35901
371,Printing Charges,,"3,80","5,00",1,2853 02 101 AA 37100
01,Printing Charges,,"3,80","5,00",1,2853 02 101 AA 37101
372,Training,"1,29","1,00","1,50","1,50",2853 02 101 AA 37200 
01,Training,"1,29","1,00","1,50","1,50",2853 02 101 AA 37201
376,Computer and Accessories,"4,44","4,51","13,20","26,51",2853 02 101 AA 37600
01,Purchase,,1,"5,70","22,01",2853 02 101 AA 37601
