head,desc,2018,2019Est,2019Rev,2020Est,dpcode
2245,RELIEF ON ACCOUNT OF NATURAL CALAMITIES,,,,,
01,Drought,,,,,
101,Gratuitous Relief,,,,,
#,State's Expenditure,,,,,
AB,Free Distribution of rice to families of small and marginal farmers and landless agricultural labourers,,,,,2245 01 101 AB 30000
367,Feeding/Dietary Charges,"4,00",2,2,2,2245 01 101 AB 36700
01,Rice,,1,1,1,2245 01 101 AB 36701
09,Others,"4,00",1,1,1,2245 01 101 AB 36709
AB,Total AB,"4,00",2,2,2,
AC,Drought Relief 2004 - Food for Work Programme - Cash Component of Wages,,,,,2245 01 101 AC 30000
302,Wages,,1,1,1,2245 01 101 AC 30200
01,Wages,,1,1,1,2245 01 101 AC 30201
309,Grants-in-Aid,,1,1,1,2245 01 101 AC 30900
03,Grants for Specific Schemes,,1,1,1,2245 01 101 AC 30903
AC,Total AC,2,2,2,,
AD,Cash relief to the families for the loss of clothing / utensils house hold goods due to natural calamities,,,,,2245 01 101 AD 30000
309,Grants-in-Aid,23,1,1,1,2245 01 101 AD 30900
03,Grants for Specific Schemes,23,1,1,1,2245 01 101 AD 30903
AD,Total AD,23,1,1,1,
AE,Subsidy to farmers for Agricultural inputs,,,,,2245 01 101 AE 30000
311,Subsidies,"1,18,50",1,"1,86,25,08",1,2245 01 101 AE 31100
01,Individual Based Subsidy,"1,18,50",1,"1,86,25,08",1,2245 01 101 AE 31101
AE,Total AE,"1,18,50",1,"1,86,25,08",1,
AF,Subsidy to farmers for Horticultural inputs,,,,,2245 01 101 AF 30000
311,Subsidies,,1,"1,53,49",1,2245 01 101 AF 31100
01,Individual Based Subsidy,,1,"1,53,49",1,2245 01 101 AF 31101
AF,Total AF,,1,"1,53,49",1,
#,State's Expenditure Total,"1,22,73",7,"1,87,78,62",7,
101,Total 101,"1,22,73",7,"1,87,78,62",7,
102,Drinking water supply,,,,,
#,State's Expenditure,,,,,
AA,Assistance to Municipalities for the Works executed by the TWAD Board,,,,,2245 01 102 AA 30000
309,Grants-in-Aid,,1,1,1,2245 01 102 AA 30900
02,Grants for Creation of Capital Assets,,1,1,1,2245 01 102 AA 30902
AA,Total AA,,1,1,1,
AB,Grants to Municipalities / Municipal Corporations for transportation and water supply in drought affected areas,,,,,2245 01 102 AB 30000
309,Grants-in-Aid,,2,"56,05,01",2,2245 01 102 AB 30900
01,Grants for Current Expenditure,,1,"56,05,00",1,2245 01 102 AB 30901
02,Grants for Creation of Capital Assets,,1,1,1,2245 01 102 AB 30902
AB,Total AB,2,"56,05,01",2,,
AF,Grants for Water Supply in drought affected areas in Chennai City,,,,,2245 01 102 AF 30000
309,Grants-in-Aid,"52,66,00",3,"2,19,65,90",3,2245 01 102 AF 30900
01,Grants for Current Expenditure,"52,66,00",1,"2,19,65,88",1,2245 01 102 AF 30901
02,Grants for Creation of Capital Assets,,1,1,1,2245 01 102 AF 30902
03,Grants for Specific Schemes,,1,1,1,2245 01 102 AF 30903
AF,Total AF,"52,66,00",3,"2,19,65,90",3,
AG,Digging of New Borewells,,,,,2245 01 102 AG 30000
309,Grants-in-Aid,,1,1,1,2245 01 102 AG 30900
02,Grants for Creation of Capital Assets,,1,1,1,2245 01 102 AG 30902
AG,Total AG,1,1,1,,
AH,Repairs and Maintenance of Bore wells,,,,,2245 01 102 AH 30000
309,Grants-in-Aid,,1,1,1,2245 01 102 AH 30900
09,Others,,1,1,1,2245 01 102 AH 30909
AH,Total AH,1,1,1,,
AI,Grants to Town  Panchayat for transportation and water supply in drought affected areas,,,,,2245 01 102 AI 30000
309,Grants-in-Aid,"3,52,00",2,"25,32,26",2,2245 01 102 AI 30900
01,Grants for Current Expenditure,"3,52,00",1,"25,32,25",1,2245 01 102 AI 30901
03,Grants for Specific Schemes,,1,1,1,2245 01 102 AI 30903
AI,Total AI,"3,52,00",2,"25,32,26",2,
AJ,Grants to Panchayat Unions for transportation and water supply in drought affected areas,,,,,2245 01 102 AJ 30000
309,Grants-in-Aid,,2,2,2,2245 01 102 AJ 30900
01,Grants for Current Expenditure,,1,1,1,2245 01 102 AJ 30901
03,Grants for Specific Schemes,,1,1,1,2245 01 102 AJ 30903
AJ,Total AJ,2,2,2,,
AK,Grants to TWAD Board for Mitigating drinking water scarcity,,,,,2245 01 102 AK 30000
309,Grants-in-Aid,"27,24,10",1,"16,00,00",1,2245 01 102 AK 30900
01,Grants for Current Expenditure,"27,24,10",1,"16,00,00",1,2245 01 102 AK 30901
AK,Total AK,"27,24,10",1,"16,00,00",1,
#,State's Expenditure Total,"83,42,10",13,"3,17,03,22",13,
102,Total 102,"83,42,10",13,"3,17,03,22",13,
104,Supply of Fodder,,,,,
#,State's Expenditure,,,,,
