head,desc,2018,2019Est,2019Rev,2020Est,dpcode
2059,PUBLIC WORKS,,,,,
01,Office Buildings,,,,,
053,Maintenance and Repairs,,,,,
#,State's Expenditure,,,,,
CV,Buildings - Archives and Historical Research,,,,,2059 01 053 CV 30000
318,Maintenance,"32,12","51,00","51,00","53,55",2059 01 053 CV 31800
01,Periodical Maintenance,"32,12","51,00","51,00","53,55",2059 01 053 CV 31801
CV,Total CV,"32,12","51,00","51,00","53,55",
#,State's Expenditure Total,"32,12","51,00","51,00","53,55",
053,Total 053,"32,12","51,00","51,00","53,55",
01,Total 01,"32,12","51,00","51,00","53,55",
2059,Total 2059,"32,12","51,00","51,00","53,55",
2205-00,ART AND CULTURE,,,,,
104,Archives,,,,,
#,State's Expenditure,,,,,
AA,Tamil Nadu Archives,,,,,2205 00 104 AA 30000
301,Salaries,"8,59,28","8,43,24","8,80,85","9,12,83",2205 00 104 AA 30100
01,Pay,"7,55,26","7,49,35","7,77,64","8,08,35",2205 00 104 AA 30101
02,Medical Allowance,"6,77","6,75","6,57","6,71",2205 00 104 AA 30102
03,Medical Charges,46,53,53,53,2205 00 104 AA 30103
04,Other Allowances,"7,15","6,80","5,90","5,90",2205 00 104 AA 30104
06,House Rent Allowance,"75,80","66,72","76,66","77,50",2205 00 104 AA 30106
07,Travel Concession,6,62,62,62,2205 00 104 AA 30107
08,City Compensatory Allowance,"13,78","12,47","12,93","13,22",2205 00 104 AA 30108
303,Dearness Allowance,"1,05,65","94,80","1,17,06","1,98,05",2205 00 104 AA 30300
01,Dearness Allowance,"1,05,65","94,80","1,17,06","1,98,05",2205 00 104 AA 30301
304,Travel Expenses,"1,24","2,24","1,94","1,94",2205 00 104 AA 30400
01,Tour Travelling Allowances,98,"1,84","1,54","1,54",2205 00 104 AA 30401
02,Transfer Travelling Allowances,26,40,40,40,2205 00 104 AA 30402
305,Office Expenses,"22,95","21,60","22,10","22,10",2205 00 104 AA 30500
01,Telephone Charges,"1,87","2,50","2,50","2,50",2205 00 104 AA 30501
02,Other Contingencies,"5,40","2,10","2,60","2,60",2205 00 104 AA 30502
03,Electricity Charges,"14,70","16,00","16,00","16,00",2205 00 104 AA 30503
04,Service Postage & Postal Expenditure,98,"1,00","1,00","1,00",2205 00 104 AA 30504
306,"Rent, Rates and Taxes","7,42","8,82","8,82","8,82",2205 00 104 AA 30600
01,Rent,"6,44","6,82","6,82","6,82",2205 00 104 AA 30601
02,Property tax,48,50,50,50,2205 00 104 AA 30602
03,Water Charges,50,"1,50","1,50","1,50",2205 00 104 AA 30603
319,Machinery and Equipments,"8,36","10,71","11,21","10,71",2205 00 104 AA 31900
01,Purchase,,1,1,1,2205 00 104 AA 31901
02,Renewal and Replacement,"8,24","10,00","10,00","10,00",2205 00 104 AA 31902
03,Maintenance,12,70,"1,20",70,2205 00 104 AA 31903
321,Motor Vehicles,3,10,"21,30",11,2205 00 104 AA 32100
01,Purchase,,,"21,20",1,2205 00 104 AA 32101
02,Maintenance of Functional Vehicles,3,10,10,10,2205 00 104 AA 32102
324,Materials and Supplies,"33,58","34,00","50,58","34,00",2205 00 104 AA 32400
01,Materials and Supplies,"33,58","34,00","50,58","34,00",2205 00 104 AA 32401
333,Payments for Professional and Special Services,"31,74","35,96","35,96","35,96",2205 00 104 AA 33300
01,Pleaders Fees,,1,1,1,2205 00 104 AA 33301
03,Special Service,"10,00","10,00","10,00","10,00",2205 00 104 AA 33303
04,Contract Payment,"17,71","17,42","17,42","17,42",2205 00 104 AA 33304
09,Other Payments,"4,03","8,53","8,53","8,53",2205 00 104 AA 33309
334,Other Charges,25,25,25,25,2205 00 104 AA 33400
02,"Purchase  of  Books & Periodicals to Libraries etc.,",25,25,25,25,2205 00 104 AA 33402
345,"Petroleum, Oil and Lubricant",49,"1,50","1,50","1,50",2205 00 104 AA 34500
01,"Petroleum, Oil and Lubricant",49,"1,50","1,50","1,50",2205 00 104 AA 34501
349,Festival Advances,38,,,,2205 00 104 AA 34900
01,Festival Advances-Debit,"8,10","10,00","17,00","17,00",2205 00 104 AA 34901
02,Festival Advances-Credit,"-7,72","-10,00","-17,00","-17,00",2205 00 104 AA 34902
351,Compensation,,1,1,1,2205 00 104 AA 35100
02,Other Compensations  - Voted,,1,1,1,2205 00 104 AA 35102
359,Prizes and Awards,4,10,10,10,2205 00 104 AA 35900
01,Prizes and Awards,4,10,10,10,2205 00 104 AA 35901
372,Training,,10,10,10,2205 00 104 AA 37200
01,Training,,10,10,10,2205 00 104 AA 37201
376,Computer and Accessories,"3,60","3,61","3,61","3,61",2205 00 104 AA 37600
01,Purchase,,1,1,1,2205 00 104 AA 37601
02,Maintenance,"2,32","2,00","2,00","2,00",2205 00 104 AA 37602
03,Stationery,"1,28","1,60","1,60","1,60",2205 00 104 AA 37603
AA,Total AA,"10,75,01","10,57,04","11,55,39","12,30,09",
AB,Survey of Historical Records,,,,,2205 00 104 AB 30000
301,Salaries,"7,92","8,13","8,26","8,54",2205 00 104 AB 30100
