head,desc,2018,2019Est,2019Rev,2020Est,dpcode
2059,PUBLIC WORKS,,,,,
01,Office Buildings,,,,,
053,Maintenance and Repairs,,,,,
#,State's Expenditure,,,,,
AY,Buildings- Animal Husbandry (Administered by Chief Engineer (Buildings)),,,,,2059 01 053 AY 30000
318,Maintenance,"2,28,37","2,20,01","2,20,01","2,30,01",2059 01 053 AY 31800
01,Periodical Maintenance,"2,28,37","2,20,00","2,20,00","2,30,00",2059 01 053 AY 31801
04,Wages,,1,1,1,2059 01 053 AY 31804
AY,Total AY,"2,28,37","2,20,01","2,20,01","2,30,01",
#,State's Expenditure Total,"2,28,37","2,20,01","2,20,01","2,30,01",
053,Total 053,"2,28,37","2,20,01","2,20,01","2,30,01",
01,Total 01,"2,28,37","2,20,01","2,20,01","2,30,01",
2059,Total 2059,"2,28,37","2,20,01","2,20,01","2,30,01",
2403-00,ANIMALHUSBANDRY,,,,,
001,Direction and Administration,,,,,
#,State's Expenditure,,,,,
AA,Directorate of Animal Husbandry,,,,,2403 00 001 AA 30000
301,Salaries,"4,79,44","5,10,20","5,58,42","5,90,67",2403 00 001 AA 30100
01,Pay,"4,15,65","4,46,16","4,78,38","5,03,30",2403 00 001 AA 30101
02,Medical Allowance,"2,70","3,04","3,63","3,81",2403 00 001 AA 30102
03,Medical Charges,"1,24","1,78","1,78","1,87",2403 00 001 AA 30103
04,Other Allowances,"4,07","7,00","7,00","7,00",2403 00 001 AA 30104
06,House Rent Allowance,"47,10","39,20","54,51","56,37",2403 00 001 AA 30106
07,Travel Concession,58,"2,00","2,10","2,12",2403 00 001 AA 30107
08,City Compensatory Allowance,"8,10","11,02","11,02","16,20",2403 00 001 AA 30108
303,Dearness Allowance,"78,90","89,34","76,68","1,23,31",2403 00 001 AA 30300
01,Dearness Allowance,"78,90","89,34","76,68","1,23,31",2403 00 001 AA 30301
304,Travel Expenses,"5,65","18,00","18,00","18,00",2403 00 001 AA 30400
01,Tour Travelling Allowances,"3,65","17,00","17,00","17,00",2403 00 001 AA 30401
02,Transfer Travelling Allowances,"2,00","1,00","1,00","1,00",2403 00 001 AA 30402
305,Office Expenses,"1,00,41","1,90,11","2,00,32","1,90,61",2403 00 001 AA 30500
01,Telephone Charges,"2,81","5,25","5,68","5,50",2403 00 001 AA 30501
02,Other Contingencies,"8,37","9,35","19,13","9,35",2403 00 001 AA 30502
03,Electricity Charges,"86,21","1,70,51","1,70,51","1,70,51",2403 00 001 AA 30503
04,Service Postage & Postal Expenditure,"3,02","5,00","5,00","5,25",2403 00 001 AA 30504
308,Advertising and Publicity,"2,11",1,"1,93",1,2403 00 001 AA 30800
01,Advertisement Charges,"2,11",1,"1,93",1,2403 00 001 AA 30801
309,Grants-in-Aid,"1,28,82","90,00","90,00","90,00",2403 00 001 AA 30900
03,Grants for Specific Schemes,"1,28,82","90,00","90,00","90,00",2403 00 001 AA 30903
318,Maintenance,"5,96","17,01","17,01","17,01",2403 00 001 AA 31800
01,Periodical Maintenance,"5,96","17,01","17,01","17,01",2403 00 001 AA 31801
319,Machinery and Equipments,,1,1,1,2403 00 001 AA 31900
01,Purchase,,1,1,1,2403 00 001 AA 31901
321,Motor Vehicles,40,37,37,37,2403 00 001 AA 32100
02,Maintenance of Functional Vehicles,40,37,37,37,2403 00 001 AA 32102
333,Payments for Professional and Special Services,"10,90","69,35","66,80","69,44",2403 00 001 AA 33300
01,Pleaders Fees,57,"1,75","1,75","1,84",2403 00 001 AA 33301
03,Special Service,,"12,00","12,00","12,00",2403 00 001 AA 33303
04,Contract Payment,"10,33","55,60","53,05","55,60",2403 00 001 AA 33304
345,"Petroleum, Oil and Lubricant","2,99","11,50","11,50","11,50",2403 00 001 AA 34500
01,"Petroleum, Oil and Lubricant","2,99","11,50","11,50","11,50",2403 00 001 AA 34501
346,"Clothing, Tentage and Stores",49,60,60,60,2403 00 001 AA 34600
01,"Clothing, Tentage and Stores",49,60,60,60,2403 00 001 AA 34601
349,Festival Advances,23,,,,2403 00 001 AA 34900
01,Festival Advances-Debit,"2,85","4,50","9,20","9,20",2403 00 001 AA 34901
02,Festival Advances-Credit,"- 2,62","- 4,50","- 9,20","- 9,20",2403 00 001 AA 34902
351,Compensation,,,,,
Charged,,1,1,1,2403 00 001 AA 35100,
52,Other Compensations,,,,,
Charged,,1,1,1,2403 00 001 AA 35152,
359,Prizes and Awards,10,20,20,21,2403 00 001 AA 35900
01,Prizes and Awards,10,20,20,21,2403 00 001 AA 35901
364,Lands,,1,1,1,2403 00 001 AA 36400
01,Lands - Voted,,1,1,1,2403 00 001 AA 36401
372,Training,,1,1,1,2403 00 001 AA 37200
01,Training,,1,1,1,2403 00 001 AA 37201
376,Computer and Accessories,"8,20","9,17","9,17","9,17",2403 00 001 AA 37600
01,Purchase,,1,1,1,2403 00 001 AA 37601
02,Maintenance,"5,01","6,00","6,00","6,00",2403 00 001 AA 37602
03,Stationery,"3,19","3,16","3,16","3,16",2403 00 001 AA 37603
