head,desc,2018,2019Est,2019Rev,2020Est,dpcode
2047-00,OTHER FISCAL SERVICES,,,,,
103,Promotion of Small Savings,,,,,
#,State's Expenditure,,,,,
AB,Headquarters Staff,,,,,2047 00 103 AB 30000
301,Salaries,"1,63,94","1,78,01","1,78,47","1,85,74",2047 00 103 AB 30100
01,Pay,"1,43,68","1,57,07","1,57,07","1,63,35",2047 00 103 AB 30101
02,Medical Allowance,68,72,72,72,2047 00 103 AB 30102
03,Medical Charges,62,"1,12","1,10","1,10",2047 00 103 AB 30103
04,Other Allowances,"1,33","1,44","1,44","1,71",2047 00 103 AB 30104
06,House Rent Allowance,"15,12","15,06","15,50","16,12",2047 00 103 AB 30106
07,Travel Concession,,10,10,10,2047 00 103 AB 30107
08,City Compensatory Allowance,"2,51","2,50","2,54","2,64",2047 00 103 AB 30108
302,Wages,,1,1,1,2047 00 103 AB 30200
01,Wages,,1,1,1,2047 00 103 AB 30201
303,Dearness Allowance,"13,87","20,42","25,13","40,02",2047 00 103 AB 30300
01,Dearness Allowance,"13,87","20,42","25,13","40,02",2047 00 103 AB 30301
304,Travel Expenses,,34,45,45,2047 00 103 AB 30400
01,Tour Travelling Allowances,,30,30,30,2047 00 103 AB 30401
02,Transfer Travelling Allowances,,4,15,15,2047 00 103 AB 30402
305,Office Expenses,"6,00","7,60","7,05","7,05",2047 00 103 AB 30500
01,Telephone Charges,82,"1,34","1,34","1,34",2047 00 103 AB 30501
02,Other Contingencies,"2,81","3,00","3,00","3,00",2047 00 103 AB 30502
03,Electricity Charges,"1,97","2,70","2,20","2,20",2047 00 103 AB 30503
04,Service Postage & Postal Expenditure,40,55,50,50,2047 00 103 AB 30504
05,Furniture,,1,1,1,2047 00 103 AB 30505
306,"Rent, Rates and Taxes","10,58","11,00","11,00","11,00",2047 00 103 AB 30600
01,Rent,"10,58","11,00","11,00","11,00",2047 00 103 AB 30601
319,Machinery and Equipments,,2,2,2,2047 00 103 AB 31900
01,Purchase,,1,1,1,2047 00 103 AB 31901
03,Maintenance,,1,1,1,2047 00 103 AB 31903
321,Motor Vehicles,50,67,67,67,2047 00 103 AB 32100
01,Purchase,,1,1,1,2047 00 103 AB 32101
02,Maintenance of Functional Vehicles,50,66,66,66,2047 00 103 AB 32102
333,Payments for Professional and Special Services,,21,21,21,2047 00 103 AB 33300
01,Pleaders Fees,,20,20,20,2047 00 103 AB 33301
03,Special Service,,1,1,1,2047 00 103 AB 33303
345,"Petroleum, Oil and Lubricant","1,42","1,60","1,55","1,60",2047 00 103 AB 34500
01,"Petroleum, Oil and Lubricant","1,42","1,60","1,55","1,60",2047 00 103 AB 34501
349,Festival Advances,- 10,,,,2047 00 103 AB 34900
01,Festival Advances-Debit,90,"1,15","2,50","2,50",2047 00 103 AB 34901
02,Festival Advances-Credit,"- 1,00","- 1,15","- 2,50","- 2,50",2047 00 103 AB 34902
351,Compensation Charged,,1,1,1,2047 00 103 AB 35100
52,Other Compensations Charged,,1,1,1,2047 00 103 AB 35152
359,Prizes and Awards,2,10,10,10,2047 00 103 AB 35900
01,Prizes and Awards,2,10,10,10,2047 00 103 AB 35901
