head,desc,2018,2019Est,2019Rev,2020Est,dpcode
2059,PUBLIC WORKS,,,,,
01,Office Buildings,,,,,
053,Maintenance and Repairs,,,,,
#,State's Expenditure,,,,,
CN,Buildings - Directorate of Social Defence,,,,,2059 01 053 CN 30000
318,Maintenance,"1,46,24","1,46,00","1,46,00","1,53,30",2059 01 053 CN 31800
01,Periodical Maintenance,"1,46,24","1,46,00","1,46,00","1,53,30",2059 01 053 CN 31801
CN,Total CN,"1,46,24","1,46,00","1,46,00","1,53,30",
#,State's Expenditure Total,"1,46,24","1,46,00","1,46,00","1,53,30",
053,Total 053,"1,46,24","1,46,00","1,46,00","1,53,30",
01,Total 01,"1,46,24","1,46,00","1,46,00","1,53,30",
2059,Total 2059,"1,46,24","1,46,00","1,46,00","1,53,30",
2235,SOCIAL SECURITY AND WELFARE,,,,,
02,Social Welfare,,,,,
001,Direction and Administration,,,,,
#,State's Expenditure,,,,,
AH,Directorate of Social Defence,,,,,2235 02 001 AH 30000
301,Salaries,"3,43","3,83","3,84","3,99",2235 02 001 AH 30100
01,Pay,"3,13","3,50","3,64","3,79",2235 02 001 AH 30101
02,Medical Allowance,4,4,2,2,2235 02 001 AH 30102
04,Other Allowances,3,3,3,3,2235 02 001 AH 30104
06,House Rent Allowance,20,22,12,12,2235 02 001 AH 30106
08,City Compensatory Allowance,3,4,3,3,2235 02 001 AH 30108
303,Dearness Allowance,29,46,58,93,2235 02 001 AH 30300
01,Dearness Allowance,29,46,58,93,2235 02 001 AH 30301
305,Office Expenses,4,4,4,5,2235 02 001 AH 30500
02,Other Contingencies,4,4,4,5,2235 02 001 AH 30502
349,Festival Advances,,,,,
01,Festival Advances-Debit,,10,10,10,2235 02 001 AH 34901
02,Festival Advances-Credit,,-10,-10,-10,2235 02 001 AH 34902
376,Computer and Accessories,8,8,8,8,2235 02 001 AH 37600
02,Maintenance,8,8,8,8,2235 02 001 AH 37602
AH,Total AH,"3,84","4,41","4,54","5,05",
#,State's Expenditure Total,"3,84","4,41","4,54","5,05",
001,Total 001,"3,84","4,41","4,54","5,05",
102,Child welfare,,,,,
#,State's Expenditure,,,,,
BR,Contribution to the Tamil Nadu Juvenile Justice Fund,,,,,2235 02 102 BR 30000
310,Contributions,,1,1,1,2235 02 102 BR 31000
01,Contribution to Specific Fund,,1,1,1,2235 02 102 BR 31001
BR,Total BR,1,1,1,,
#,State's Expenditure Total,,1,1,1,
#,Central Sector Schemes,,,,,
SG,Formation of Specialised Adoption Agency under Integrated Child Protection Scheme (ICPS),,,,,2235 02 102 SG 30000
309,Grants-in-Aid,"2,59,92","1,98,89","2,97,04","2,85,29",2235 02 102 SG 30900
01,Grants for Current Expenditure,"2,59,92","1,98,89","2,97,04","2,85,29",2235 02 102 SG 30901
SG,Total SG,"2,59,92","1,98,89","2,97,04","2,85,29",
#,Central Sector Schemes Total,"2,59,92","1,98,89","2,97,04","2,85,29",
#,Schemes shared between State and Centre,,,,,
UA,State Adoption Resource Agency,,,,,2235 02 102 UA 30000
309,Grants-in-Aid,"25,40","25,20","25,20","25,20",2235 02 102 UA 30900
03,Grants for Specific Schemes,"25,40","25,20","25,20","25,20",2235 02 102 UA 30903
UA,Total UA,"25,40","25,20","25,20","25,20",
UB,Programme for the care of Destitute children - Assistance to Private Organisations,,,,,2235 02 102 UB 30000
301,Salaries,"8,89,79","6,92,04","9,13,76","9,49,61",2235 02 102 UB 30100
01,Pay,"8,20,23","6,33,67","8,43,74","8,77,49",2235 02 102 UB 30101
02,Medical Allowance,"7,72","5,92","7,80","7,80",2235 02 102 UB 30102
03,Medical Charges,11,19,29,29,2235 02 102 UB 30103
04,Other Allowances,"12,52","11,24","12,17","12,17",2235 02 102 UB 30104
06,House Rent Allowance,"45,01","36,91","42,01","42,01",2235 02 102 UB 30106
07,Travel Concession,4,33,33,33,2235 02 102 UB 30107
08,City Compensatory Allowance,"4,16","3,58","4,00","4,00",2235 02 102 UB 30108
09,Honorarium,,20,"3,42","5,52",2235 02 102 UB 30109
302,Wages,,13,"74,18","1,27,36",2235 02 102 UB 30200
01,Wages,,13,"74,18","1,27,36",2235 02 102 UB 30201
303,Dearness Allowance,"1,15,98","82,38","1,35,00","2,14,99",2235 02 102 UB 30300
01,Dearness Allowance,"1,15,98","82,38","1,35,00","2,14,99",2235 02 102 UB 30301
304,Travel Expenses,"1,42","1,10","2,85","2,85",2235 02 102 UB 30400
01,Tour Travelling Allowances,"1,34","1,00","2,75","2,75",2235 02 102 UB 30401
02,Transfer Travelling Allowances,8,10,10,10,2235 02 102 UB 30402
305,Office Expenses,"25,28","29,08","29,08","29,08",2235 02 102 UB 30500
02,Other Contingencies,"4,17","5,00","5,00","5,00",2235 02 102 UB 30502
03,Electricity Charges,"20,89","23,74","23,74","23,74",2235 02 102 UB 30503
04,Service Postage & Postal Expenditure,22,34,34,34,2235 02 102 UB 30504
306,"Rent, Rates and Taxes","5,78","8,01","7,16","7,16",2235 02 102 UB 30600
