head,desc,2018,2019Est,2019Rev,2020Est,dpcode
2015-00,ELECTIONS,,,,,
109,Charges for conduct of election to Panchayats/Local Bodies,,,,,
#,State's Expenditure,,,,,
AA,Elections to Panchayats,,,,,2015 00 109 AA 30000
301,Salaries,"6,27","22,70,98","67,70,98","26,00,05",2015 00 109 AA 30100
01,Pay,,1,1,1,2015 00 109 AA 30101
02,Medical Allowance,,1,1,1,2015 00 109 AA 30102
04,Other Allowances,,1,1,1,2015 00 109 AA 30104
06,House Rent Allowance,,1,1,1,2015 00 109 AA 30106
08,City Compensatory Allowance,,1,1,1,2015 00 109 AA 30108
09,Honorarium,"6,27","22,70,93","67,70,93","26,00,00",2015 00 109 AA 30109
304,Travel Expenses,"2,52","94,96","94,96","31,72",2015 00 109 AA 30400
01,Tour Travelling Allowances,"2,52","94,86","94,86","31,62",2015 00 109 AA 30401
02,Transfer Travelling Allowances,,10,10,10,2015 00 109 AA 30402
305,Office Expenses,"3,63,95","17,19,32","18,55,69","7,51,95",2015 00 109 AA 30500
01,Telephone Charges,49,"65,69","65,69",74,2015 00 109 AA 30501
02,Other Contingencies,"3,63,46","16,53,63","17,90,00","7,51,21",2015 00 109 AA 30502
307,Publications,,"29,84","29,84",1,2015 00 109 AA 30700
01,Publications,,"29,84","29,84",1,2015 00 109 AA 30701
308,Advertising and Publicity,,"1,45,03","1,45,03","18,00",2015 00 109 AA 30800
01,Advertisement Charges,,"1,45,03","1,45,03","18,00",2015 00 109 AA 30801
319,Machinery and Equipments,,"5,22,93","5,22,93","50,00",2015 00 109 AA 31900
01,Purchase,,"5,22,93","5,22,93","50,00",2015 00 109 AA 31901
321,Motor Vehicles,8,"99,77","99,77","50,00",2015 00 109 AA 32100
03,Hire Charges,8,"99,77","99,77","50,00",2015 00 109 AA 32103
324,Materials and Supplies,,"15,12,29","15,12,29","5,04,09",2015 00 109 AA 32400
01,Materials and Supplies,,"15,12,29","15,12,29","5,04,09",2015 00 109 AA 32401
333,Payments for Professional and Special Services,"36,78","84,63,22","1,05,27,81","35,34,06",2015 00 109 AA 33300
01,Pleaders Fees,"8,50","10,00","83,34","50,00",2015 00 109 AA 33301
02,Remuneration,"20,22","78,49,02","78,49,02","26,18,91",2015 00 109 AA 33302
03,Special Service,"8,06","6,04,20","25,95,45","8,65,15",2015 00 109 AA 33303
345,"Petroleum, Oil and Lubricant",4,"2,04,69","2,04,69","68,23",2015 00 109 AA 34500
01,"Petroleum, Oil and Lubricant",4,"2,04,69","2,04,69","68,23",2015 00 109 AA 34501
351,Compensation Charged,,1,1,1,2015 00 109 AA 35100
351,Compensation Voted,,1,1,1,2015 00 109 AA 35100
02,Other Compensations  - Voted,,1,1,1,2015 00 109 AA 35102
51,Claims under no fault liability -  principal charges Charged,,1,1,1,2015 00 109 AA 35151
371,Printing Charges,"4,78","6,85,72","6,85,72","2,28,57",2015 00 109 AA 37100
01,Printing Charges,"4,78","6,85,72","6,85,72","2,28,57",2015 00 109 AA 37101
372,Training,,"2,96","2,96",1,2015 00 109 AA 37200
01,Training,,"2,96","2,96",1,2015 00 109 AA 37201
373,Transport Charges,1,"1,80,94","1,80,94",1,2015 00 109 AA 37300
01,Transport Charges,1,"1,80,94","1,80,94",1,2015 00 109 AA 37301
AA,Total AA Charged,,1,1,1,
AD,Elections to Urban Local Bodies,,,,,2015 00 109 AD 30000
308,Advertising and Publicity,,"12,13","12,13","25,00",2015 00 109 AD 30800
01,Advertisement Charges,,"12,13","12,13","25,00",2015 00 109 AD 30801
319,Machinery and Equipments,,"9,40,72","9,40,72","9,50,01",2015 00 109 AD 31900
