head,desc,2018,2019Est,2019Rev,2020Est,dpcode
2059,PUBLIC WORKS,,,,,
01,Office Buildings,,,,,
053,Maintenance and Repairs,,,,,
#,State's Expenditure,,,,,
CO,Buildings - Tamil Nadu Integrated Nutrition Project (TINP),,,,,2059 01 053 CO 30000
318,Maintenance,"36,39","15,00","15,00","15,75",2059 01 053 CO 31800 
01,Periodical Maintenance,"36,39","15,00","15,00","15,75",2059 01 053 CO 31801
CO,Total CO,"36,39","15,00","15,00","15,75",
#,State's Expenditure Total,"36,39","15,00","15,00","15,75",
053,Total 053,"36,39","15,00","15,00","15,75",
01,Total 01,"36,39","15,00","15,00","15,75",
2059,Total 2059,"36,39","15,00","15,00","15,75",
2235,SOCIAL SECURITY AND WELFARE,,,,,
02,Social Welfare,,,,,
102,Child welfare,,,,,
#,Schemes shared between State and Centre,,,,,
#,Schemes shared between State and Centre,,,,,
UD,Assistance to Creches under Rajiv Gandhi National Creche Scheme (RGNCS),,,,,2235 02 102 UD 30000
309,Grants-in-Aid,"7,80,57","8,33,65","8,33,65","7,25,86",2235 02 102 UD 30900 
03,Grants for Specific Schemes,"7,80,57","8,33,65","8,33,65","7,25,86",2235 02 102 UD 30903
UD,Total UD,"7,80,57","8,33,65","8,33,65","7,25,86",
#,Schemes shared between State and Centre Total,"7,80,57","8,33,65","8,33,65","7,25,86",
102,Total 102,"7,80,57","8,33,65","8,33,65","7,25,86",
02,Total 02,"7,80,57","8,33,65","8,33,65","7,25,86",
60,Other Social Security and Welfare Programmes,,,,,
102,Pension under Social Security Schemes,,,,,
#,State's Expenditure,,,,,
AP,Special Pension for Livelihood Support to Retired  ICDS Workers,,,,,2235 60 102 AP 30000
327,Pensions,"1,08,16,97","1,09,03,08","1,15,42,92","1,39,50,80",2235 60 102 AP 32700
05,Social Security Pensions,"1,08,16,97","1,09,03,08","1,15,42,92","1,39,50,80",2235 60 102 AP 32705
AP,Total AP,"1,08,16,97","1,09,03,08","1,15,42,92","1,39,50,80",
#,State's Expenditure Total,"1,08,16,97","1,09,03,08","1,15,42,92","1,39,50,80",
102,Total 102,"1,08,16,97","1,09,03,08","1,15,42,92","1,39,50,80",
200,Other Programmes,,,,,
#,State's Expenditure,,,,,
DB,Lumpsum Provision to Anganwadi Workers,,,,,2235 60 200 DB 30000
309,Grants-in-Aid,"22,56,47","20,00,00","20,61,75","17,90,50",2235 60 200 DB 30900
03,Grants for Specific Schemes,"22,56,47","20,00,00","20,61,75","17,90,50",2235 60 200 DB 30903
DB,Total DB,"22,56,47","20,00,00","20,61,75","17,90,50",
#,State's Expenditure Total,"22,56,47","20,00,00","20,61,75","17,90,50",
#,Schemes shared between State and Centre,,,,,
UA,Pradhan Mantri Matru Vandana Yojana (PMMVY) Maternity Benefit Scheme,,,,,2235 60 200 UA 30000
301,Salaries,43,,,,2235 60 200 UA 30100
01,Pay,43,,,,2235 60 200 UA 30101
309,Grants-in-Aid,-4,,,,2235 60 200 UA 30900
03,Grants for Specific Schemes,-4,,,,2235 60 200 UA 30903
UA,Total UA,39,,,,
#,Schemes shared between State and Centre Total,39,,,,
200,Total 200,"22,56,86","20,00,00","20,61,75","17,90,50",
60,Total 60,"1,30,73,83","1,29,03,08","1,36,04,67","1,57,41,30",
2235,Total 2235,"1,38,54,40","1,37,36,73","1,44,38,32","1,64,67,16",
2236,NUTRITION,,,,,
02,Distribution of nutritious food and beverages,,,,,
101,Special Nutrition programmes,,,,,
#,State's Expenditure,,,,,
JN,Tamil Nadu Integrated Child Development Services Scheme Phase-III,,,,,2236 02 101 JN 30000
301,Salaries,"6,77,57,66","6,22,69,98","6,99,30,84","7,23,93,65",2236 02 101 JN 30100
01,Pay,"5,63,30,29","5,23,95,16","5,86,00,00","6,09,44,00",2236 02 101 JN 30101
02,Medical Allowance,"32,45,84","30,09,65","32,45,83","32,45,83",2236 02 101 JN 30102
04,Other Allowances,"17,67,68","9,65,65","21,40,31","21,40,31",2236 02 101 JN 30104
06,House Rent Allowance,"59,20,33","54,45,57","55,14,72","56,25,01",2236 02 101 JN 30106
08,City Compensatory Allowance,"4,90,84","4,49,95","4,25,98","4,34,50",2236 02 101 JN 30108
09,Honorarium,"2,68","4,00","4,00","4,00",2236 02 101 JN 30109
303,Dearness Allowance,"69,84,56","59,80,26","96,85,24","1,49,31,28",2236 02 101 JN 30300
01,Dearness Allowance,"69,84,56","59,80,26","96,85,24","1,49,31,28",2236 02 101 JN 30301
305,Office Expenses,"2,67","15,01","15,01","15,01",2236 02 101 JN 30500
02,Other Contingencies,35,1,1,1,2236 02 101 JN 30502
03,Electricity Charges,"2,32","15,00","15,00","15,00",2236 02 101 JN 30503
306,"Rent, Rates and Taxes",,1,1,1,2236 02 101 JN 30600
01,Rent,,1,1,1,2236 02 101 JN 30601
318,Maintenance,"1,00","1,00","1,00","1,00",2236 02 101 JN 31800
01,Periodical Maintenance,"1,00","1,00","1,00","1,00",2236 02 101 JN 31801
