head,desc,2018,2019Est,2019Rev,2020Est,dpcode
2204-00,SPORTS AND YOUTH SERVICES,,,,,
104,Sports and Games,,,,,
#,State's Expenditure,,,,,
AN,Grants to Sports Development Authority of Tamil Nadu,,,,,2204 00 104 AN 30000
309,Grants-in-Aid,"33,95,28","25,81,48","41,59,04","31,66,62",2204 00 104 AN 30900
01,Grants for Current Expenditure,"23,06,88","24,40,97","23,17,69","22,59,11",2204 00 104 AN 30901
02,Grants for Creation of Capital Assets,"9,71,20",1,"17,00,85","7,67,01",2204 00 104 AN 30902
03,Grants for Specific Schemes,"1,17,20","1,40,50","1,40,50","1,40,50",2204 00 104 AN 30903
AN,Total AN,"33,95,28","25,81,48","41,59,04","31,66,62",
AQ,"Grants to Sports Development Authority of Tamil Nadu for Establishment of Sports  Schools, Sports Hostels and Specialized Sports Academies",,,,,2204 00 104 AQ 30000
309,Grants-in-Aid,"20,21,16","22,99,69","22,99,69","22,99,69",2204 00 104 AQ 30900
01,Grants for Current Expenditure,"20,21,16","22,99,69","22,99,69","22,99,69",2204 00 104 AQ 30901
AQ,Total AQ,"20,21,16","22,99,69","22,99,69","22,99,69",
AR,Grants to Sports Development Authority of Tamil Nadu for Financial Assistance to Sports persons,,,,,2204 00 104 AR 30000
309,Grants-in-Aid,"19,78,02","7,48,12","11,26,89","7,48,12",2204 00 104 AR 30900
01,Grants for Current Expenditure,"14,78,02","2,48,12","6,26,89","2,48,12",2204 00 104 AR 30901
03,Grants for Specific Schemes,"5,00,00","5,00,00","5,00,00","5,00,00",2204 00 104 AR 30903
AR,Total AR,"19,78,02","7,48,12","11,26,89","7,48,12",
AS,Grants to Sports Development Authority of Tamil Nadu for Financial Assistance to Sports Associations,,,,,2204 00 104 AS 30000
309,Grants-in-Aid,"4,35,32","4,80,75","7,17,15","6,82,15",2204 00 104 AS 30900
01,Grants for Current Expenditure,"4,35,32","4,80,75","7,17,15","6,82,15",2204 00 104 AS 30901
AS,Total AS,"4,35,32","4,80,75","7,17,15","6,82,15",
AT,Grants to Sports Development Authority of Tamil Nadu for maintenance of Sports Stadia,,,,,2204 00 104 AT 30000
309,Grants-in-Aid,"4,66,38","4,67,70","4,67,70","4,67,70",2204 00 104 AT 30900
01,Grants for Current Expenditure,"4,66,38","4,67,70","4,67,70","4,67,70",2204 00 104 AT 30901
AT,Total AT,"4,66,38","4,67,70","4,67,70","4,67,70",
AU,Pension to Sports Persons in Indigent circumstances,,,,,2204 00 104 AU 30000
327,Pensions,"23,06","32,76","32,76","32,76",2204 00 104 AU 32700
09,Others,"23,06","32,76","32,76","32,76",2204 00 104 AU 32709
AU,Total AU,"23,06","32,76","32,76","32,76",
JW,Grants to Sports Development Authority of Tamil Nadu for Establishment of Sports Complex,,,,,2204 00 104 JW 30000
309,Grants-in-Aid,"35,22,50",2,"7,45,70",2,2204 00 104 JW 30900
02,Grants for Creation of Capital Assets,"35,22,50",1,"7,45,69",1,2204 00 104 JW 30902
03,Grants for Specific Schemes,,1,1,1,2204 00 104 JW 30903
JW,Total JW,"35,22,50",2,"7,45,70",2,
KB,Grants to Sports Development Authority of Tamil Nadu for improvement of Sports activities,,,,,2204 00 104 KB 30000
309,Grants-in-Aid,,1,1,1,2204 00 104 KB 30900
03,Grants for Specific Schemes,,1,1,1,2204 00 104 KB 30903
KB,Total KB,1,1,1,,
KQ,Grants to Sports Development Authority of Tamil Nadu for conducting Sports Coaching and Training Camps,,,,,2204 00 104 KQ 30000
309,Grants-in-Aid,"2,06,71","2,29,23","2,29,23","2,29,23",2204 00 104 KQ 30900
03,Grants for Specific Schemes,"2,06,71","2,29,23","2,29,23","2,29,23",2204 00 104 KQ 30903
KQ,Total KQ,"2,06,71","2,29,23","2,29,23","2,29,23",
KR,Grants to Sports Development Authority of Tamil Nadu for conducting Sports Competitions,,,,,2204 00 104 KR 30000
