head,desc,2018,2019Est,2019Rev,2020Est,dpcode
6003-00,INTERNAL DEBT OF THE STATE GOVERNMENT,,,,,
101,Market Loans,,,,,
AA,Market Loans - Bearing Interest (Details are furnished in the Annexure),,,,,6003 00 101 AA 00000
602,Loan - Outgo,"10,847,73,00","12,598,96,00","12,598,96,00","11,181,11,00",6003 00 101 AA 60200
51,Bearing Interest  - Charged,"10,847,73,00","12,598,96,00","12,598,96,00","11,181,11,00",6003 00 101 AA 60251
AA,Total AA,"10,847,73,00","12,598,96,00","12,598,96,00","11,181,11,00",
AB,Market Loans - Not Bearing Interest (Details are furnished in the Annexure),,,,,6003 00 101 AB 60000
602,Loan - Outgo,"1,41",1,"93,07",1,6003 00 101 AB 60200
52,Not Bearing Interest - Charged,"1,41",1,"93,07",1,6003 00 101 AB 60252
AB,Total AB,"1,41",1,"93,07",1,
101,Total 101,"10,847,74,41","12,598,96,01","12,599,89,07","11,181,11,01",
AA,Loans from LIC for Housing,,,,,6003 00 103 AA 60000
602,Loan - Outgo,"7,67,91","4,84,10","4,84,10","1,89,40",6003 00 103 AA 60200
51,Bearing Interest  - Charged,"7,67,91","4,84,10","4,84,10","1,89,40",6003 00 103 AA 60251
AA,Total AA,"7,67,91","4,84,10","4,84,10","1,89,40",
AB,Loans from LIC for Water Supply Schemes,,,,,6003 00 103 AB 60000
602,Loan - Outgo,"34,91,90","34,91,90","34,91,90","34,91,90",6003 00 103 AB 60200
51,Bearing Interest  - Charged,"34,91,90","34,91,90","34,91,90","34,91,90",6003 00 103 AB 60251
AB,Total AB,"34,91,90","34,91,90","34,91,90","34,91,90",
AH,Loans from LIC for implementation of Rural Water Supply Schemes executed by Tamil Nadu Water Supply and Drainage Board,,,,,6003 00 103 AH 60000
602,Loan - Outgo,"23,01,65","22,16,38","22,16,38","21,28,25",6003 00 103 AH 60200
51,Bearing Interest  - Charged,"23,01,65","22,16,38","22,16,38","21,28,25",6003 00 103 AH 60251
AH,Total AH,"23,01,65","22,16,38","22,16,38","21,28,25",
103,Total 103,"65,61,46","61,92,38","61,92,38","58,09,55",
AA,Housing,,,,,6003 00 104 AA 60000
602,Loan - Outgo,"6,26,08","6,01,40","6,01,48","5,68,08",6003 00 104 AA 60200
51,Bearing Interest  - Charged,"6,26,08","6,01,40","6,01,48","5,68,08",6003 00 104 AA 60251
AA,Total AA,"6,26,08","6,01,40","6,01,48","5,68,08",
104,Total 104,"6,26,08","6,01,40","6,01,48","5,68,08",
105,Loans from the National Bank for Agricultural and Rural Development,,,,,
AB,Loans from the Rural Infrastructural Development Fund of the NABARD,,,,,6003 00 105 AB 60000,
602,Loan - Outgo,"1,065,48,38","1,629,33,83","1,967,55,36","1,765,85,37",6003 00 105 AB 60200
51,Bearing Interest  - Charged,"1,065,48,38","1,629,33,83","1,967,55,36","1,765,85,37",6003 00 105 AB 60251
AB,Total AB,"1,065,48,38","1,629,33,83","1,967,55,36","1,765,85,37",
AI,Loans from NABARD for Watershed Development Fund,,,,,6003 00 105 AI 60000
602,Loan - Outgo,"3,71,87","4,21,38","4,21,38","4,36,77",6003 00 105 AI 60200
51,Bearing Interest  - Charged,"3,71,87","4,21,38","4,21,38","4,36,77",6003 00 105 AI 60251
AI,Total AI,"3,71,87","4,21,38","4,21,38","4,36,77",
105,Total 105,"1,069,20,25","1,633,55,21","1,971,76,74","1,770,22,14",
AC,Securitisation of Tamil Nadu Electricity Board dues,,,,,6003 00 106 AC 60000
602,Loan - Outgo,,1,1,1,6003 00 106 AC 60200
51,Bearing Interest  - Charged,,1,1,1,6003 00 106 AC 60251
AC,Total AC,1,1,1,,
106,Total 106,1,1,1,,
107,Loans from the State Bank of India and Other Banks,,,,,
AA,Foreclosure of the High Cost Loans,,,,,6003 00 107 AA 60000
602,Loan - Outgo,"36,25,75","15,92,84","14,12,69",,6003 00 107 AA 60200
51,Bearing Interest  - Charged,"36,25,75","15,92,84","14,12,69",,6003 00 107 AA 60251
AA,Total AA,"36,25,75","15,92,84","14,12,69",,
107,Total 107,"36,25,75","15,92,84","14,12,69",,
108,Loans from National Co-operative Development Corporation,,,,,
AA,Co-operation,,,,,6003 00 108 AA 60000
602,Loan - Outgo,"45,20,54","50,32,00","39,03,74","50,00,00",6003 00 108 AA 60200
51,Bearing Interest  - Charged,"45,20,54","50,32,00","39,03,74","50,00,00",6003 00 108 AA 60251
AA,Total AA,"45,20,54","50,32,00","39,03,74","50,00,00",
AC,Sugars,,,,,6003 00 108 AC 60000
602,Loan - Outgo,"17,06,00",1,1,1,6003 00 108 AC 60200
51,Bearing Interest  - Charged,"17,06,00",1,1,1,6003 00 108 AC 60251
AC,Total AC,"17,06,00",1,1,1,
602,Loan - Outgo,"13,47,40","15,00,00","14,86,44","15,00,00",6003 00 108 AD 60200
51,Bearing Interest  - Charged,"13,47,40","15,00,00","14,86,44","15,00,00",6003 00 108 AD 60251
AD,Total AD,"13,47,40","15,00,00","14,86,44","15,00,00",
108,Total 108,"75,73,94","65,32,01","53,90,19","65,00,01",
