head,desc,2018,2019Est,2019Rev,2020Est,dpcode
2048-00,APPROPRIATION FOR REDUCTION OR 1AVOIDANCE OF DEBT,,,,,
200,Other Appropriations,,,,,
AB,"Non-Obligatory Sinking Funds towards discharge of Open Market Loans, Central Government Loans and Special Securities issued to National Small Savings Fund",,,,,2048 00 200 AB 00000
330,Inter-Account Transfers Charged,"490,21,32","823,00,00","498,00,00","2,960,00,00",2048 00 200 AB 330 00
01,Inter-Account Transfers Charged,"490,21,32","823,00,00","498,00,00","2,960,00,00",2048 00 200 AB 33001
AB,Total AB Charged,"490,21,32","823,00,00","498,00,00","2,960,00,00",
200,Total 200 Charged,"490,21,32","823,00,00","498,00,00","2,960,00,00",
00,Total 00 Charged,"490,21,32","823,00,00","498,00,00","2,960,00,00",
2048,Total 2048 Charged,"490,21,32","823,00,00","498,00,00","2,960,00,00",
2049,INTEREST PAYMENTS,,,,,
01,Interest on Internal Debt,,,,,
101,Interest on Market Loans,,,,,
AB,Lumpsum provision for the New Loans to be floated during the current Financial Year,,,,,2049 01 101 AB 30000
325,Interest Charged,,"1,706,72,00",,"1,173,60,00",2049 01 101 AB 32500
01,Interest Charged,,"1,706,72,00",,"1,173,60,00",2049 01 101 AB 32501
AB,Total AB Charged,,"1,706,72,00",,"1,173,60,00",
AC,Lumpsum provision for the New Loans to be floated during next Financial Year,,,,,2049 01 101 AC 30000
325,Interest Charged,,"1,149,11,94",,"1,344,00,00",2049 01 101 AC 32500
01,Interest Charged,,"1,149,11,94",,"1,344,00,00",2049 01 101 AC 32501
AC,Total AC Charged,,"1,149,11,94",,"1,344,00,00",
AD,Payment of interest towards TANGEDCO debt take over under UDAY Scheme,,,,,2049 01 101 AD 30000
325,Interest Charged,"1,779,42,06","1,779,42,00","1,779,42,00","1,779,42,00",2049 01 101 AD 32500
01,Interest Charged,"1,779,42,06","1,779,42,00","1,779,42,00","1,779,42,00",2049 01 101 AD 32501
AD,Total AD Charged,"1,779,42,06","1,779,42,00","1,779,42,00","1,779,42,00",
LA,Market Loans - Bearing Interest (Details are furnished in the Annexure),,,,,2049 01 101 LA 30000
325,Interest Charged,"18,677,72,72","19,409,65,08","21,414,20,09","22,707,15,37",2049 01 101 LA 32500
01,Interest Charged,"18,677,72,72","19,409,65,08","21,414,20,09","22,707,15,37",2049 01 101 LA 32501
LA,Total LA Charged,"18,677,72,72","19,409,65,08","21,414,20,09","22,707,15,37",
LB,Market Loans - Not Bearing Interest - Interest due during Maturity Period (Details are furnished in the Annexure),,,,,2049 01 101 LB 30000
325,Interest Charged,1,1,1,,2049 01 101 LB 32500
01,Interest Charged,1,1,1,,2049 01 101 LB 32501
LB,Total LB Charged,1,1,1,,
101,Total 101 Charged,"20,457,14,78","24,044,91,03","23,193,62,10","27,004,17,38",
115,Interest on Ways and Means Advances from Reserve Bank of India,,,,,
AA,Interest on Ways and Means Advances from Reserve Bank of India,2049 01 115 AA 30000,,,,
325,Interest Charged,1,1,1,,2049 01 115 AA 32500
01,Interest Charged,1,1,1,,2049 01 115 AA 32501
AA,Total AA Charged,1,1,1,,
123,Interest on Special Securities issued to National Small Savings Fund of the Central Government by State Government,,,,,
AB,"12.50 Percent Government of Tamil Nadu (National Small Savings Fund ) Special Securities, 2000 {interest rate reset at,10.5% with effect from 1.4.2007}",,,,,2049 01 123 AB 30000
325,Interest Charged,"41,68,75","36,47,66","36,47,66","31,26,57",2049 01 123 AB 32500
01,Interest Charged,"41,68,75","36,47,66","36,47,66","31,26,57",2049 01 123 AB 32501
AB,Total AB Charged,"41,68,75","36,47,66","36,47,66","31,26,57",
AC,11 Percent Government of Tamil Nadu (National Small Savings Fund) Special Securities 2001 {interest rate reset at 10.5% with effect from 1.4.2007},,,,,2049 01 123 AC 30000
325,Interest Charged,"70,30,38","62,49,23","62,49,22","54,68,07",2049 01 123 AC 32500
01,Interest Charged,"70,30,38","62,49,23","62,49,22","54,68,07",2049 01 123 AC 32501
AC,Total AC Charged,"70,30,38","62,49,23","62,49,22","54,68,07",
AD,10.50 Percent Government of Tamil Nadu (National Small Savings Fund) Special Securities 2002,,,,2049 01 123 AD 30000,
325,Interest Charged,"115,50,16","103,95,15","103,95,15","92,40,13",2049 01 123 AD 32500
01,Interest Charged,"115,50,16","103,95,15","103,95,15","92,40,13",2049 01 123 AD 32501
AD,Total AD Charged,"115,50,16","103,95,15","103,95,15","92,40,13",
AE,"9.50 Percent Government of Tamil Nadu (National Small Savings Fund) Special Securities, 2003",,,,,2049 01 123 AE 30000
325,Interest Charged,"197,79,03","179,80,94","179,80,94","161,82,84",2049 01 123 AE 32500
01,Interest Charged,"197,79,03","179,80,94","179,80,94","161,82,84",2049 01 123 AE 32501
AE,Total AE Charged,"197,79,03","179,80,94","179,80,94","161,82,84",
AF,"9.50 Percent Government of Tamil Nadu (National Small Savings Fund) Special Securities, 2003 (issued during 2004-2005)",,,,,2049 01 123 AF 30000
325,Interest Charged,"337,12,66","309,03,27","309,03,27","280,93,88",2049 01 123 AF 32500
01,Interest Charged,"337,12,66","309,03,27","309,03,27","280,93,88",2049 01 123 AF 32501
AF,Total AF Charged,"337,12,66","309,03,27","309,03,27","280,93,88",
AG,"9.50 Percent Government of Tamil Nadu (National Small Savings Fund) Special Securities, 2003 (issued during 2005-2006)",,,,,2049 01 123 AG 30000
325,Interest Charged,"376,29,41","347,34,84","347,34,83","318,40,26",2049 01 123 AG 32500
01,Interest Charged,"376,29,41","347,34,84","347,34,83","318,40,26",2049 01 123 AG 32501
AG,Total AG Charged,"376,29,41","347,34,84","347,34,83","318,40,26",
AH,"9.50 Percent Government of Tamil Nadu (National Small Savings Fund) Special Securities, 2003 (issued during 2006-2007)",,,,,2049 01 123 AH 30000
325,Interest Charged,"266,89,44","247,83,06","247,83,05","228,76,66",2049 01 123 AH 32500
01,Interest Charged,"266,89,44","247,83,06","247,83,05","228,76,66",2049 01 123 AH 32501
AH,Total AH Charged,"266,89,44","247,83,06","247,83,05","228,76,66",
AI,"9.50 Percent Government of Tamil Nadu (National Small Savings Fund) Special Securities 2003 issued during 2007-2008)""",,,,2049 01 123 AI 30000,
325,Interest Charged,"38,05,53","35,51,84","35,51,83","32,98,13",2049 01 123 AI 32500
01,Interest Charged,"38,05,53","35,51,84","35,51,83","32,98,13",2049 01 123 AI 32501
AI,Total AI,,,,,
AJ,9.50 Percent Government of Tamil Nadu (National Small Savings Fund) Special Securities 2003 (issued during 2008-2009),,,,,2049 01 123 AJ 30000
325,Interest Charged,"4,67,93","4,38,69","4,38,69","4,09,44",2049 01 123 AJ 32500
01,Interest Charged,"4,67,93","4,38,69","4,38,69","4,09,44",2049 01 123 AJ 32501
AJ,Total AJ Charged,"4,67,93","4,38,69","4,38,69","4,09,44",
AK,"9.50 Percent Government of Tamil Nadu (National Small Savings Fund) Special Securities, 2003 (issued during 2009-2010)",,,,,2049 01 123 AK 30000
325,Interest Charged,"56,09,62","52,79,65","52,79,64","49,49,67",2049 01 123 AK 32500
